original_code,original_name,translated_name,HCAT3_name,HCAT3_code
569,"Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung)",Mixtures of beans vetches peas chickpeas lupins with cereals or camelina (>=30% legumes) grain use,legumes_dried_pulses_protein_crops,3301020000
570,"Mischungen von Linsen mit Getreide oder Leindotter, mindestens 30 % Anteil Linsen bei der Ernte (zur Körnergewinnung)",Mixtures of lentils with cereals or camelina (>=30% lentils at harvest) grain use,legumes_dried_pulses_protein_crops,3301020000
572,Nützlingsstreifen auf offener Ackerfläche,Beneficial insect strips on arable land,not_known_and_other,3399000000
573,Senf,Mustard,mustard,3301210100
574,Quinoa,Quinoa,quinoa,3301150300
575,Hanf zur Nutzung der Samen,Hemp for seed use,hemp_cannabis,3301061000
576,Hanf zur Fasernutzung,Hemp for fibre use,hemp_cannabis,3301061000
577,Anderer Hanf,Other hemp,hemp_cannabis,3301061000
578,Hirse zur Körnergewinnung,Millet/sorghum for grain,millet_sorghum,3301010900
579,Hirse zur Nutzung ganze Pflanze,Millet/sorghum for whole plant use,millet_sorghum,3301010900
580,Sorghum zur Körnergewinnung,Sorghum for grain,millet_sorghum,3301010900
581,Sorghum zur Nutzung ganze Pflanze,Sorghum for whole plant use,millet_sorghum,3301010900
590,Sommerraps als nachwachsender Rohstoff,Spring rapeseed as renewable resource,rapeseed_rape,3301060400
591,Winterraps als nachwachsender Rohstoff,Winter rapeseed as renewable resource,rapeseed_rape,3301060400
592,Sonnenblumen als nachwachsender Rohstoff,Sunflowers as renewable resource,sunflower,3301060500
594,"Offene Ackerfläche, beitragsberechtigt (regionsspezifische Biodiversitätsförderfläche)",Open arable land eligible (region-specific biodiversity area),not_known_and_other,3399000000
595,"Übrige offene Ackerfläche, nicht beitragsberechtigt (regionsspezifische Biodiversitätsförderfläche)",Other open arable land not eligible (region-specific biodiversity area),not_known_and_other,3399000000
597,"Übrige offene Ackerfläche, beitragsberechtigt",Other open arable land eligible,other_arable_land_crops,3301990000
598,"Übrige offene Ackerfläche, nicht beitragsberechtigt",Other open arable land not eligible,other_arable_land_crops,3301990000
601,Kunstwiesen (ohne Weiden),Artificial meadows (without pastures),temporary_grass,3301090100
602,"Übrige Kunstwiese, beitragsberechtigt (z.B. Schweineweide, Geflügelweide)",Other artificial meadow eligible (e.g. pig poultry pasture),temporary_grass,3301090100
611,Extensiv genutzte Wiesen (ohne Weiden),Extensively used meadows (without pastures),pasture_meadow_grassland_grass,3302000000
612,Wenig intensiv genutzte Wiesen (ohne Weiden),Low-intensity meadows (without pastures),pasture_meadow_grassland_grass,3302000000
613,Übrige Dauerwiesen (ohne Weiden),Other permanent meadows (without pastures),pasture_meadow_grassland_grass,3302000000
616,"Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden)",Pastures (home pastures others without summering pastures),pasture_meadow_grassland_grass,3302000000
617,Extensiv genutzte Weiden,Extensively used pastures,pasture_meadow_grassland_grass,3302000000
618,Waldweiden (ohne bewaldete Fläche),Forest pastures (without forested area),pasture_meadow_grassland_grass,3302000000
621,"Heuwiesen im Sömmerungsgebiet, Übrige Wiesen",Hay meadows in summering area other meadows,pasture_meadow_grassland_grass,3302000000
622,"Heuwiesen im Sömmerungsgebiet, Typ extensiv genutzte Wiese",Hay meadows in summering area type extensively used,pasture_meadow_grassland_grass,3302000000
623,"Heuwiesen im Sömmerungsgebiet, Typ wenig intensiv genutzte Wiese",Hay meadows in summering area type low intensity,pasture_meadow_grassland_grass,3302000000
625,Waldweiden (ohne bewaldete Fläche),Forest pastures (without forested area),pasture_meadow_grassland_grass,3302000000
631,Futterleguminosen für die Samenproduktion (Vertragsanbau),Forage legumes for seed production (contract),legumes_dried_pulses_protein_crops,3301020000
632,Futtergräser für die Samenproduktion (Vertragsanbau),Forage grasses for seed production (contract),temporary_grass,3301090100
634,Uferwiesen entlang von Fliessgewässern (ohne Weiden),Riverside meadows along watercourses (without pastures),pasture_meadow_grassland_grass,3302000000
635,Uferwiesen (ohne Weiden),Riverside meadows (without pastures),pasture_meadow_grassland_grass,3302000000
650,"Übrige Dauerwiesen, beitragsberechtigt aggregiert","Other permanent meadows, eligible, aggregated",pasture_meadow_grassland_grass,3302000000
660,"Übrige Dauerweiden, beitragsberechtigt aggregiert",Other permanent pastures eligible aggregated,pasture_meadow_grassland_grass,3302000000
693,Regionsspezifische Biodiversitätsförderflächen (Weiden),Region-specific biodiversity areas (pastures),not_known_and_other,3399000000
694,Regionsspezifische Biodiversitätsförderfläche (Grünflächen ohne Weiden),Region-specific biodiversity area (grasslands without pastures),not_known_and_other,3399000000
697,"Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt",Other grassland (permanent grassland) eligible,pasture_meadow_grassland_grass,3302000000
698,"Übrige Grünfläche (Dauergrünflächen), nicht beitragsberechtigt",Other grassland (permanent) not eligible,pasture_meadow_grassland_grass,3302000000
701,Reben,Vines/vineyards,vineyards_wine_vine_rebland_grapes,3303060000
702,Obstanlagen (Äpfel),Orchards (apples),orchards_fruits,3303010000
703,Obstanlagen (Birnen),Orchards (pears),orchards_fruits,3303010000
704,Obstanlagen (Steinobst),Orchards (stone fruit),orchards_fruits,3303010000
705,Mehrjährige Beeren,Perennial berries,berries_berry_species,3303020000
706,Mehrjährige Gewürz- und Medizinalpflanzen,Perennial spice and medicinal plants,other_flowers_ornamental_plants,3301089900
707,"Mehrjährige nachwachsende Rohstoffe (Chinaschilf, usw.)",Perennial renewable resources (miscanthus etc.),miscanthus_silvergrass,3301083000
708,Hopfen,Hops,hops,3301060200
709,Rhabarber,Rhubarb,rhubarb,3301230000
710,Spargel,Asparagus,asparagus,3301200000
711,Pilze (Freiland),Mushrooms (open field),not_known_and_other,3399000000
712,Christbäume,Christmas trees,other_tree_wood_forest,3306990000
713,Baumschule von Forstpflanzen ausserhalb der Forstzone,Nursery of forest plants outside forest zone,tree_wood_forest,3306000000
714,"Ziersträucher, Ziergehölze und Zierstauden",Ornamental shrubs trees and perennials,flowers_ornamental_plants,3301080000
715,"Übrige Baumschulen (Rosen, Früchte, usw.)","Other nurseries (roses, fruit, etc.)",flowers_ornamental_plants,3301080000
717,Rebflächen mit natürlicher Artenvielfalt,Vineyards with natural biodiversity,vineyards_wine_vine_rebland_grapes,3303060000
718,Trüffelanlagen,Truffle plantations,other_arable_land_crops,3301990000
719,Maulbeerbaumanlagen (Fütterung Seidenraupen),Mulberry tree plantations (silkworm feeding),orchards_fruits,3303010000
720,Gepflegte Selven (Edelkastanienbäume),Managed chestnut groves,orchards_fruits,3303010000
721,Mehrjährige gärtnerische Freilandkulturen (nicht im Gewächshaus),Perennial horticultural open-field crops (not greenhouse),other_flowers_ornamental_plants,3301089900
722,Baumschulen von Reben,Vine nurseries,nurseries_nursery,3303070000
723,Baumschulen von Obst und Beeren,Nurseries of fruit and berries,orchards_fruits,3303010000
724,"Übrige Baumschulen (Rosen, Zierstauden, usw.)",Other nurseries (roses ornamentals etc.),flowers_ornamental_plants,3301080000
725,Permakultur,Permaculture,not_known_and_other,3399000000
730,Obstanlagen aggregiert,Orchards aggregated,orchards_fruits,3303010000
731,"Andere Obstanlagen (Kiwis, Holunder usw.)",Other orchards (kiwi elder etc.),orchards_fruits,3303010000
735,Reben (regionsspezifische Biodiversitätsförderflächen),Vines (region-specific biodiversity promotion areas),vineyards_wine_vine_rebland_grapes,3303060000
750,"Übrige Dauerkulturen, beitragsberechtigt, aggregiert","Other permanent crops, eligible, aggregated",orchards_fruits,3303010000
760,"Dauerkulturen, nicht beitragsberechtigt, aggregiert","Permanent crops, not eligible, aggregated",orchards_fruits,3303010000
797,"Übrige Flächen mit Dauerkulturen, beitragsberechtigt",Other perennial crop areas eligible,orchards_fruits,3303010000
798,"Übrige Flächen mit Dauerkulturen, nicht beitragsberechtigt",Other perennial crop areas not eligible,orchards_fruits,3303010000
801,Gemüsekulturen in Gewächshäusern mit festem Fundament,Vegetable crops in greenhouses with fixed foundation,fresh_vegetables,3301070000
802,Übrige Spezialkulturen in Gewächshäusern mit festem Fundament,Other specialty crops in greenhouses with foundation,other_flowers_ornamental_plants,3301089900
803,Gärtnerische Kulturen in Gewächshäusern mit festem Fundament,Horticultural crops in greenhouses with fixed foundation,fresh_vegetables,3301070000
804,Beerenkulturen in Gewächshäusern mit festem Fundament,Berry crops in greenhouses with fixed foundation,berries_berry_species,3303020000
806,Gemüsekulturen in geschütztem Anbau ohne festes Fundament,Vegetable crops in protected cultivation without fixed foundation,fresh_vegetables,3301070000
807,Übrige Spezialkulturen in geschütztem Anbau ohne festes Fundament,Other specialty crops protected without foundation,other_flowers_ornamental_plants,3301089900
808,Gärtnerische Kulturen in geschütztem Anbau ohne festes Fundament,Horticultural crops protected without fixed foundation,flowers_ornamental_plants,3301080000
810,Pilze in geschütztem Anbau mit festem Fundament,Mushrooms in protected cultivation with foundation,not_known_and_other,3399000000
811,Gemüsekulturen in geschütztem Anbau ohne festes Fundament; im gewachsenen Boden,Vegetables protected without foundation in soil,fresh_vegetables,3301070000
812,Gemüsekulturen in geschütztem Anbau ohne festes Fundament; auf Pflanztischen oder -gestellen,Vegetable crops protected without foundation on benches,fresh_vegetables,3301070000
813,Beerenkulturen in geschütztem Anbau ohne festes Fundament; im gewachsenen Boden,Berry crops protected without foundation in soil,berries_berry_species,3303020000
814,Beerenkulturen in geschütztem Anbau ohne festes Fundament; auf Pflanztischen oder -gestellen,Berry crops protected without fixed foundation on tables,berries_berry_species,3303020000
830,"Kulturen in ganzjährig geschütztem Anbau, beitragsberechtigt aggregiert",Crops in year-round protected cultivation eligible aggregated,other_flowers_ornamental_plants,3301089900
840,"Kulturen in ganzjährig geschütztem Anbau, nicht beitragsberechtigt aggregiert","Crops in year-round protected cultivation, not eligible, aggregated",other_flowers_ornamental_plants,3301089900
847,"Übrige Kulturen in geschütztem Anbau ohne festes Fundament, beitragsberechtigt",Other protected crops without foundation eligible,other_flowers_ornamental_plants,3301089900
848,Übrige Kulturen in geschütztem Anbau mit festem Fundament,Other crops in protected cultivation with foundation,other_flowers_ornamental_plants,3301089900
849,"Übrige Kulturen in geschütztem Anbau ohne festes Fundament, nicht beitragsberechtigt",Other protected crops without foundation not eligible,other_flowers_ornamental_plants,3301089900
851,Streueflächen in der landwirtschaftlichen Nutzfläche,Litter meadows in utilized agri area,pasture_meadow_grassland_grass,3302000000
852,"Hecken-, Feld- und Ufergehölze (mit Krautsaum)",Hedges field and riparian shrubs (with herb strip),shrubberries_shrubs,3303080000
857,"Hecken-, Feld- und Ufergehölze (mit Pufferstreifen)",Hedges field and riparian shrubs (with buffer strips),shrubberries_shrubs,3303080000
858,"Hecken-, Feld- und Ufergehölze (mit Pufferstreifen) (regionsspezifische Biodiversitätsförderfläche)",Hedges field and riparian shrubs (with buffers) region-specific biodiversity,shrubberries_shrubs,3303080000
897,"Übrige Flächen innerhalb der landwirtschaftlichen Nutzfläche, beitragsberechtigt",Other areas within utilized agri area eligible,not_known_and_other,3399000000
898,"Übrige Flächen innerhalb der landwirtschaftlichen Nutzfläche, nicht beitragsberechtigt",Other areas within utilized agri area not eligible,not_known_and_other,3399000000
901,Wald,Forest,tree_wood_forest,3306000000
902,"Übrige unproduktive Flächen (z.B. gemulchte Flächen, stark verunkrautete Flächen, Hecken ohne Pufferstreifen)","Other unproductive areas (e.g. mulched, weedy, hedges without buffers)",not_known_and_other,3399000000
903,"Flächen ohne landwirtschaftliche Hauptzweckbestimmung (erschlossenes Bauland, Spiel-, Reit-, Camping-, Golf-, Flug- und Militärplätze oder ausgemarchte Bereiche von Eisenbahnen, öffentlichen Strassen und Gewässern)",Areas without agricultural main purpose (built land etc.),not_known_and_other,3399000000
904,"Wassergräben, Tümpel, Teiche",Ditches ponds pools,not_known_and_other,3399000000
905,"Ruderalflächen, Steinhaufen und -wälle",Ruderal areas stone piles and walls,not_known_and_other,3399000000
906,Trockenmauern,Dry stone walls,not_known_and_other,3399000000
907,"Unbefestigte, natürliche Wege",Unpaved natural tracks,not_known_and_other,3399000000
908,Regionsspezifische Biodiversitätsförderflächen,Region-specific biodiversity areas,not_known_and_other,3399000000
909,Hausgärten,Home gardens,not_known_and_other,3399000000
911,"Landwirtschaftliche Produktion in Gebäuden (z. B. Champignon, Brüsseler)",Agricultural production in buildings (e.g. mushrooms Belgian endive),not_known_and_other,3399000000
921,Hochstamm-Feldobstbäume (Punkte oder Flächen),High-stem field fruit trees (points or areas),orchards_fruits,3303010000
922,Nussbäume (Punkte oder Flächen),Nut trees (points or areas),orchards_fruits,3303010000
923,Edelkastanienbäume,Sweet chestnut trees,orchards_fruits,3303010000
924,Einheimische standortgerechte Einzelbäume und Alleen (Punkte oder Flächen),Native site-appropriate single trees and avenues (points or areas),shrubberries_shrubs,3303080000
926,Andere Bäume,Other trees,not_known_and_other,3399000000
927,Andere Bäume (regionsspezifische Biodiversitätsförderfläche),Other trees (region-specific biodiversity area),not_known_and_other,3399000000
928,Andere Elemente (regionsspezifische Biodiversitätsförderfläche),Other elements (region-specific biodiversity area),not_known_and_other,3399000000
930,Sömmerungsweiden,Summer pastures,pasture_meadow_grassland_grass,3302000000
933,Gemeinschaftsweiden,Common pastures,pasture_meadow_grassland_grass,3302000000
935,Heuwiesen mit Zufütterung während der Sömmerung,Hay meadows with supplementary feeding during summering,pasture_meadow_grassland_grass,3302000000
936,Streueflächen im Sömmerungsgebiet,Litter meadows in summering area,pasture_meadow_grassland_grass,3302000000
950,Ackerschonstreifen,Conservation strips on arable land,not_known_and_other,3399000000
951,Getreide in weiter Reihe,Cereals in wide rows,other_cereals,3301019900
998,Übrige Flächen ausserhalb der landwirtschaftlichen Nutzfläche und Sömmerungsfläche,Other areas outside utilized land and special areas,not_known_and_other,3399000000
