original_code,original_name,translated_name,HCAT3_name,HCAT3_code
cebula kartoflanka,cebula kartoflanka,potato onion,onions,3301220400
cebula perłowa,cebula perłowa,pearl onion,onions,3301220400
cebula siedmiolatka,cebula siedmiolatka,welsh onion,scallion,3301220500
cebula szalotka,cebula szalotka,shallot,shallot,3301220600
cebula wielopiętrowa,cebula wielopiętrowa,tree onion,onions,3301220400
cebula zwyczajna,cebula zwyczajna,onion,onions,3301220400
chaber,chaber,cornflower,cornflowers,3301081000
chaber bławatek,chaber bławatek,cornflower,cornflowers,3301081000
chaber driakiewnik,chaber driakiewnik,greater knapweed,cornflowers,3301081000
chaber nadreński,chaber nadreński,rhenish knapweed,cornflowers,3301081000
chaber łąkowy,chaber łąkowy,brown knapweed,cornflowers,3301081000
chmiel,chmiel,hops,hops,3301060200
chryzantema,chryzantema,chrysanthemum,chrysanthemum,3301080900
chrzan pospolity,chrzan pospolity,horseradish,horseradish,3301210400
ciecierzyca pospolita,ciecierzyca pospolita,chickpea,chickpeas,3301020200
ciecierzyca pospolita (w tym z rośliną podporową),ciecierzyca pospolita (w tym z rośliną podporową),chickpea (incl. with support crop),chickpeas,3301020200
cieciorka pstra,cieciorka pstra,crown vetch,unspecified_legumes_harvested_green,3301090398
cis,cis,yew,other_permanent_crops_plantations,3303990000
cukinia,cukinia,courgette,zucchini_courgette,3301140600
cykoria,cykoria,chicory,chicory_chicories,3301310200
Cykoria pastewna,Cykoria pastewna,chicory,chicory_chicories,3301310200
cykoria siewna (korzeniowa),cykoria siewna (korzeniowa),chicory,chicory_chicories,3301310200
"cykoria warzywna (liściowa, sałatowa)","cykoria warzywna (liściowa, sałatowa)",leaf chicory,chicory_chicories,3301310200
Cytryniec chiński,Cytryniec chiński,schisandra,unspecified_berries_berry_species,3303029800
Czarnuszka damasceńska,Czarnuszka damasceńska,black cumin,black_cumin,3301061208
czarnuszka siewna,czarnuszka siewna,black cumin,black_cumin,3301061208
czereśnia,czereśnia,sweet cherry,cherry_cherries,3303010400
czosnek,czosnek,garlic,garlic,3301220200
czosnek niedźwiedzi,czosnek niedźwiedzi,ramsons,garlic,3301220200
czosnek pospolity,czosnek pospolity,garlic,garlic,3301220200
czosnek szczypiorek,czosnek szczypiorek,chives,chives,3301220100
Czyściec prosty,Czyściec prosty,betony,stachys_hedgenettle_chinese_artichoke,3301061235
cząber,cząber,savory,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
cząber górski,cząber górski,savory,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
cząber ogrodowy,cząber ogrodowy,savory,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
dalia zmienna,dalia zmienna,dahlia,dahlia,3301081200
dereń jadalny,dereń jadalny,cornelian cherry,unspecified_orchards_fruits,3303019800
drapacz lekarski,drapacz lekarski,blessed thistle,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
Driakiew,Driakiew,scabious,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
dynia figolistna,dynia figolistna,pumpkin,pumpkin_squash_gourd,3301140400
dynia olbrzymia,dynia olbrzymia,pumpkin,pumpkin_squash_gourd,3301140400
dynia oleista,dynia oleista,oil pumpkin,pumpkin_squash_gourd,3301140400
dynia pastewna,dynia pastewna,fodder pumpkin,pumpkin_squash_gourd,3301140400
dynia piżmowa,dynia piżmowa,pumpkin,pumpkin_squash_gourd,3301140400
dynia zwyczajna,dynia zwyczajna,pumpkin,pumpkin_squash_gourd,3301140400
Dziewanna,Dziewanna,mullein,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
dziewanna pospolita,dziewanna pospolita,mullein,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
dziurawiec zwyczajny,dziurawiec zwyczajny,st john's wort,st_johns_wort,3301061234
dzięgiel,dzięgiel,angelica,angelica,3301061204
dzwonek ogrodowy,dzwonek ogrodowy,bellflower,bluebells,3301080500
endywia,endywia,endive,endive,3301310300
endywia eskariola,endywia eskariola,chicory,chicory_chicories,3301310200
esparceta siewna,esparceta siewna,sainfoin,esparsette_onobrychis,3301020300
Esparceta siewna na materiał siewny,Esparceta siewna na materiał siewny,sainfoin for seed,esparsette_onobrychis,3301020300
Esparceta siewna na zielony nawóz,Esparceta siewna na zielony nawóz,sainfoin for green manure,esparsette_onobrychis,3301020300
esparceta siewna na zielony nawóz w roku następnym,esparceta siewna na zielony nawóz w roku następnym,sainfoin for green manure in the following year,esparsette_onobrychis,3301020300
facelia błękitna,facelia błękitna,phacelia,phacelia,3301061400
fasola,fasola,bean,beans,3301020100
fasola wielokwiatowa,fasola wielokwiatowa,bean,beans,3301020100
fasola zwykła,fasola zwykła,bean,beans,3301020100
fasola zwykła karłowa,fasola zwykła karłowa,bean,beans,3301020100
fasola zwykła tyczna,fasola zwykła tyczna,bean,beans,3301020100
fenkuł włoski,fenkuł włoski,fennel,fennel,3301170000
fiołek trójbarwny,fiołek trójbarwny,viola,viola,3301085000
fiołek trójbarwny uprawa dwuletnia,fiołek trójbarwny uprawa dwuletnia,viola biennial,viola,3301085000
fiołek trójbarwny uprawa jednoroczna,fiołek trójbarwny uprawa jednoroczna,viola annual,viola,3301085000
firletka poszarpana,firletka poszarpana,ragged robin,other_flowers_ornamental_plants,3301089900
forsycja,forsycja,forsythia,shrubberries_shrubs,3303080000
Frezja,Frezja,freesia,other_flowers_ornamental_plants,3301089900
Godecja,Godecja,godetia,other_flowers_ornamental_plants,3301089900
gorczyca,gorczyca,mustard,mustard,3301210100
gorczyca biała,gorczyca biała,mustard,mustard,3301210100
gorczyca biała na zielony nawóz,gorczyca biała na zielony nawóz,mustard for green manure,mustard,3301210100
gorczyca czarna,gorczyca czarna,mustard,mustard,3301210100
gorczyca sarepska,gorczyca sarepska,mustard,mustard,3301210100
goryczka żółta,goryczka żółta,yellow gentian,gentians,3301082000
goździk,goździk,carnation,carnation,3301080800
goździk kartuzek,goździk kartuzek,carthusian pink,carnation,3301080800
grindelia szorstka,grindelia szorstka,gumweed,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
groch,groch,pea,peas,3301020600
groch cukrowy,groch cukrowy,sugar pea,peas,3301020600
groch siewny,groch siewny,pea,peas,3301020600
Groch siewny  pastewny (peluszka),Groch siewny  pastewny (peluszka),pea,peas,3301020600
Groch siewny  pastewny (peluszka) z rośliną podporową,Groch siewny  pastewny (peluszka) z rośliną podporową,pea with support crop,peas,3301020600
groch siewny (w tym z rośliną podporową) w tym peluszka (w tym z rośliną podporową),groch siewny (w tym z rośliną podporową) w tym peluszka (w tym z rośliną podporową),pea (incl. with support crop),peas,3301020600
groch siewny (w tym z rośliną podporową) w tym peluszka (w tym z rośliną podporową) na zielony nawóz,groch siewny (w tym z rośliną podporową) w tym peluszka (w tym z rośliną podporową) na zielony nawóz,pea for green manure (incl. with support crop),peas,3301020600
Groch siewny jadalny,Groch siewny jadalny,pea,peas,3301020600
Groch siewny jadalny  z rośliną podporową,Groch siewny jadalny  z rośliną podporową,pea with support crop,peas,3301020600
groch zwyczajny cukrowy,groch zwyczajny cukrowy,sugar pea,peas,3301020600
groch zwyczajny łuskowy,groch zwyczajny łuskowy,shelling pea,peas,3301020600
groch łuskowy,groch łuskowy,shelling pea,peas,3301020600
groszek,groszek,grass pea,other_dry_pulses,3301029900
groszek leśny,groszek leśny,heath pea,unspecified_legumes_harvested_green,3301090398
groszek pachnący,groszek pachnący,sweet pea,other_flowers_ornamental_plants,3301089900
groszek łąkowy uprawa dwuletnia,groszek łąkowy uprawa dwuletnia,"meadow vetchling, biennial",unspecified_legumes_harvested_green,3301090398
groszek łąkowy uprawa wieloletnia,groszek łąkowy uprawa wieloletnia,"meadow vetchling, perennial",unspecified_legumes_harvested_green,3301090398
Grusza,Grusza,pear,pears,3303011200
gryka tatarka,gryka tatarka,buckwheat,buckwheat,3301150200
gryka zwyczajna,gryka zwyczajna,buckwheat,buckwheat,3301150200
gryka zwyczajna na zielony nawóz,gryka zwyczajna na zielony nawóz,buckwheat for green manure,buckwheat,3301150200
głóg,głóg,hawthorn,crataegus_hawthorn,3303080300
hyzop lekarski,hyzop lekarski,hyssop,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
inne gatunki pszenic,inne gatunki pszenic,other wheat species,other_cereals,3301019900
inne niedotowane,inne niedotowane,"other, not subsidised",not_known_and_other,3399000000
Jabłoń,Jabłoń,apple,apples,3303010200
jagoda kamczacka (suchodrzew jadalny),jagoda kamczacka (suchodrzew jadalny),honeyberry,unspecified_berries_berry_species,3303029800
jarmuż,jarmuż,kale,kale,3301210208
jarząb pospolity,jarząb pospolity,rowan,rowan_rowanberries,3303021300
jasieniec piaskowy uprawa jednoroczna,jasieniec piaskowy uprawa jednoroczna,"sheep's bit, annual",other_flowers_ornamental_plants,3301089900
jastrun właściwy,jastrun właściwy,oxeye daisy,daisy_daisies,3301081300
jeżyna,jeżyna,blackberry,blackberry,3303020200
jeżówka purpurowa,jeżówka purpurowa,echinacea,echinacea_sun_hat,3301081500
jęczmień jary,jęczmień jary,spring barley,spring_barley,3301010402
jęczmień ozimy,jęczmień ozimy,winter barley,winter_barley,3301010401
języczka pomarańczowa,języczka pomarańczowa,ligularia,other_flowers_ornamental_plants,3301089900
kabaczek,kabaczek,marrow,zucchini_courgette,3301140600
kalafior,kalafior,cauliflower,cauliflower,3301210204
kalarepa,kalarepa,kohlrabi,kohlrabi,3301210209
Kalina koralowa,Kalina koralowa,viburnum,shrubberries_shrubs,3303080000
kapusta brukselska,kapusta brukselska,brussels sprouts,brussels_sprouts,3301210203
kapusta chińska,kapusta chińska,pak choi,bok_choy_pak_choi,3301210201
kapusta głowiasta biała,kapusta głowiasta biała,white cabbage,white_cabbage,3301210212
kapusta głowiasta czerwona,kapusta głowiasta czerwona,red cabbage,red_cabbage,3301210210
Kapusta ozdobna,Kapusta ozdobna,ornamental cabbage,other_flowers_ornamental_plants,3301089900
kapusta pastewna,kapusta pastewna,fodder kale,kale,3301210208
kapusta pastewna uprawa dwuletnia,kapusta pastewna uprawa dwuletnia,fodder kale biennial,kale,3301210208
kapusta pastewna uprawa roczna,kapusta pastewna uprawa roczna,fodder kale annual,kale,3301210208
"Kapusta pastewna, rzepik","Kapusta pastewna, rzepik","fodder kale, turnip rape",kale,3301210208
kapusta pekińska,kapusta pekińska,chinese cabbage,chinese_cabbage,3301210205
kapusta warzywna,kapusta warzywna,cabbage,brassica_oleracea_cabbage,3301210200
kapusta właściwa,kapusta właściwa,cabbage,brassica_oleracea_cabbage,3301210200
kapusta włoska,kapusta włoska,savoy cabbage,savoy_cabbage,3301210211
karczoch uprawa roczna,karczoch uprawa roczna,artichoke annual,artichoke,3301270000
karczoch uprawa wieloletnia,karczoch uprawa wieloletnia,artichoke perennial,artichoke,3301270000
karczoch zwyczajny,karczoch zwyczajny,artichoke,artichoke,3301270000
katanka ogrodowa,katanka ogrodowa,strawflower,other_flowers_ornamental_plants,3301089900
katran abisyński,katran abisyński,crambe,other_industrial_crops,3301069900
kiwi drobnoowocowe,kiwi drobnoowocowe,kiwi,kiwi,3303010700
kminek zwyczajny,kminek zwyczajny,caraway,caraway,3301061211
Kocanki ogrodowe,Kocanki ogrodowe,strawflower,other_flowers_ornamental_plants,3301089900
kocanki piaskowe,kocanki piaskowe,strawflower,other_flowers_ornamental_plants,3301089900
Kocimiętka,Kocimiętka,catnip,catnip,3301061212
kocimiętka właściwa,kocimiętka właściwa,catnip,catnip,3301061212
Kolcowój,Kolcowój,goji,unspecified_berries_berry_species,3303029800
kolendra siewna,kolendra siewna,coriander,coriander,3301061215
komonica,komonica,bird's-foot trefoil,unspecified_legumes_harvested_green,3301090398
komonica zwyczajna,komonica zwyczajna,bird's-foot trefoil,unspecified_legumes_harvested_green,3301090398
komonica zwyczajna na materiał siewny,komonica zwyczajna na materiał siewny,bird's-foot trefoil for seed,unspecified_legumes_harvested_green,3301090398
Komonica zwyczajna na zielony nawóz,Komonica zwyczajna na zielony nawóz,bird's-foot trefoil for green manure,unspecified_legumes_harvested_green,3301090398
komosa ryżowa,komosa ryżowa,quinoa,quinoa,3301150300
koniczyna,koniczyna,red clover,clover,3301090303
koniczyna biała,koniczyna biała,white clover,clover,3301090303
koniczyna biała na materiał siewny,koniczyna biała na materiał siewny,white clover for seed,clover,3301090303
Koniczyna biała na zielony nawóz,Koniczyna biała na zielony nawóz,white clover for green manure,clover,3301090303
koniczyna biała na zielony nawóz w roku następnym,koniczyna biała na zielony nawóz w roku następnym,white clover for green manure in the following year,clover,3301090303
koniczyna białoróżowa,koniczyna białoróżowa,alsike clover,clover,3301090303
koniczyna białoróżowa na materiał siewny,koniczyna białoróżowa na materiał siewny,alsike clover for seed,clover,3301090303
Koniczyna białoróżowa na zielony nawóz,Koniczyna białoróżowa na zielony nawóz,alsike clover for green manure,clover,3301090303
koniczyna białoróżowa na zielony nawóz w roku następnym,koniczyna białoróżowa na zielony nawóz w roku następnym,alsike clover for green manure in the following year,clover,3301090303
koniczyna czerwona,koniczyna czerwona,red clover,clover,3301090303
koniczyna czerwona na materiał siewny,koniczyna czerwona na materiał siewny,red clover for seed,clover,3301090303
Koniczyna czerwona na zielony nawóz,Koniczyna czerwona na zielony nawóz,red clover for green manure,clover,3301090303
koniczyna czerwona na zielony nawóz w roku następnym,koniczyna czerwona na zielony nawóz w roku następnym,red clover for green manure in the following year,clover,3301090303
koniczyna egipska (aleksandryjska),koniczyna egipska (aleksandryjska),egyptian clover,clover,3301090303
koniczyna krwistoczerona uprawa dwuletnia,koniczyna krwistoczerona uprawa dwuletnia,crimson clover biennial,clover,3301090303
koniczyna krwistoczerwona,koniczyna krwistoczerwona,crimson clover,clover,3301090303
koniczyna krwistoczerwona na materiał siewny,koniczyna krwistoczerwona na materiał siewny,crimson clover for seed,clover,3301090303
Koniczyna krwistoczerwona na zielony nawóz,Koniczyna krwistoczerwona na zielony nawóz,crimson clover for green manure,clover,3301090303
koniczyna krwistoczerwona uprawa jednoroczna,koniczyna krwistoczerwona uprawa jednoroczna,crimson clover annual,clover,3301090303
koniczyna perska,koniczyna perska,persian clover,clover,3301090303
koniczyna perska na materiał siewny,koniczyna perska na materiał siewny,persian clover for seed,clover,3301090303
Koniczyna perska na zielony nawóz,Koniczyna perska na zielony nawóz,persian clover for green manure,clover,3301090303
koniczyna polna uprawa dwuletnia,koniczyna polna uprawa dwuletnia,white clover biennial,clover,3301090303
koniczyna polna uprawa jednoroczna,koniczyna polna uprawa jednoroczna,white clover annual,clover,3301090303
koniczyna łąkowa,koniczyna łąkowa,red clover,clover,3301090303
Konopie - Białobrzeskie,Konopie - Białobrzeskie,"hemp, variety Białobrzeskie",hemp_cannabis,3301061000
Konopie - Carmagnola,Konopie - Carmagnola,"hemp, variety Carmagnola",hemp_cannabis,3301061000
Konopie - CFX-2,Konopie - CFX-2,"hemp, variety CFX-2",hemp_cannabis,3301061000
Konopie - CS,Konopie - CS,"hemp, variety CS",hemp_cannabis,3301061000
Konopie - Earlina 8 FC,Konopie - Earlina 8 FC,"hemp, variety Earlina 8 FC",hemp_cannabis,3301061000
Konopie - Eletta Campana,Konopie - Eletta Campana,"hemp, variety Eletta Campana",hemp_cannabis,3301061000
Konopie - Fedora 17,Konopie - Fedora 17,"hemp, variety Fedora 17",hemp_cannabis,3301061000
Konopie - Ferimon,Konopie - Ferimon,"hemp, variety Ferimon",hemp_cannabis,3301061000
Konopie - Futura 75,Konopie - Futura 75,"hemp, variety Futura 75",hemp_cannabis,3301061000
Konopie - Futura 83,Konopie - Futura 83,"hemp, variety Futura 83",hemp_cannabis,3301061000
Konopie - Henola,Konopie - Henola,"hemp, variety Henola",hemp_cannabis,3301061000
Konopie - Kompolti,Konopie - Kompolti,"hemp, variety Kompolti",hemp_cannabis,3301061000
Konopie - Muka 76,Konopie - Muka 76,"hemp, variety Muka 76",hemp_cannabis,3301061000
Konopie - odmiana spoza wspólnego katalogu odmian,Konopie - odmiana spoza wspólnego katalogu odmian,"hemp, variety odmiana spoza wspólnego katalogu odmian",hemp_cannabis,3301061000
Konopie - Orion 33,Konopie - Orion 33,"hemp, variety Orion 33",hemp_cannabis,3301061000
Konopie - Santhica 23,Konopie - Santhica 23,"hemp, variety Santhica 23",hemp_cannabis,3301061000
Konopie - Santhica 70,Konopie - Santhica 70,"hemp, variety Santhica 70",hemp_cannabis,3301061000
Konopie - Tygra,Konopie - Tygra,"hemp, variety Tygra",hemp_cannabis,3301061000
Konopie - Uso-31,Konopie - Uso-31,"hemp, variety Uso-31",hemp_cannabis,3301061000
Konopie - Wojko,Konopie - Wojko,"hemp, variety Wojko",hemp_cannabis,3301061000
Konopie -Finola,Konopie -Finola,"hemp, variety Finola",hemp_cannabis,3301061000
konopie siewne,konopie siewne,hemp,hemp_cannabis,3301061000
konopie włókniste,konopie włókniste,hemp,hemp_cannabis,3301061000
Konopie – Santhica 27,Konopie – Santhica 27,"hemp, variety Santhica 27",hemp_cannabis,3301061000
Konopie – Zenit,Konopie – Zenit,"hemp, variety Zenit",hemp_cannabis,3301061000
konwalia majowa,konwalia majowa,lily of the valley,other_flowers_ornamental_plants,3301089900
koper ogrodowy,koper ogrodowy,dill,anethum_dill,3301061203
koper włoski (fenkuł),koper włoski (fenkuł),fennel,fennel,3301170000
koper włoski uprawa dwuletnia,koper włoski uprawa dwuletnia,fennel biennial,fennel,3301170000
koper włoski uprawa roczna,koper włoski uprawa roczna,fennel annual,fennel,3301170000
Kosmos pierzastolistny,Kosmos pierzastolistny,cosmos,other_flowers_ornamental_plants,3301089900
kostrzewa czerwona,kostrzewa czerwona,red fescue,festuca_fescue,3301090202
kostrzewa nitkowata,kostrzewa nitkowata,hair fescue,festuca_fescue,3301090202
kostrzewa owcza,kostrzewa owcza,sheep's fescue,festuca_fescue,3301090202
kostrzewa łąkowa,kostrzewa łąkowa,meadow fescue,festuca_fescue,3301090202
kozieradka pospolita,kozieradka pospolita,fenugreek,fenugreek,3301020400
kozłek lekarski,kozłek lekarski,valerian,valerian,3301061238
kozłek lekarski uprawa dwuletnia,kozłek lekarski uprawa dwuletnia,valerian biennial,valerian,3301061238
kozłek lekarski uprawa roczna,kozłek lekarski uprawa roczna,valerian annual,valerian,3301061238
krokosz barwierski,krokosz barwierski,safflower,safflower,3301083900
krwawnica pospolita,krwawnica pospolita,purple loosestrife,other_flowers_ornamental_plants,3301089900
krwawnik pospolity,krwawnik pospolity,yarrow,yarrow,3301061239
krwiściąg lekarski uprawa wieloletnia,krwiściąg lekarski uprawa wieloletnia,salad burnet perennial,burnet,3301080700
krwiściąg mniejszy,krwiściąg mniejszy,salad burnet,burnet,3301080700
kuklik zwisły,kuklik zwisły,avens,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
kukurydza cukrowa,kukurydza cukrowa,sweet corn,fresh_vegetables,3301070000
kukurydza na kiszonkę,kukurydza na kiszonkę,silage maize,green_silo_maize,3301090400
kukurydza na ziarno,kukurydza na ziarno,grain maize,grain_maize_corn_popcorn,3301010600
kukurydza nasienna,kukurydza nasienna,grain maize,grain_maize_corn_popcorn,3301010600
kupkówka pospolita,kupkówka pospolita,cocksfoot,cocksfoot_catgrass,3301090203
Kłosowiec,Kłosowiec,anise hyssop,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
lawenda wąskolistna,lawenda wąskolistna,lavender,lavender_lavandula,3301061219
lebiodka,lebiodka,oregano,oregano,3301061226
lebiodka pospolita,lebiodka pospolita,oregano,oregano,3301061226
len,len,flax,flax_linseed,3301060700
len oleisty,len oleisty,linseed,flax_linseed_oil,3301060702
len włóknisty,len włóknisty,fibre flax,flax_linen,3301060701
len zwyczajny,len zwyczajny,flax,flax_linseed,3301060700
lepiężnik różowy,lepiężnik różowy,butterbur,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
lepnica rozdęta,lepnica rozdęta,bladder campion,silene_catchfly,3301084300
leszczyna,leszczyna,hazel,hazelnuts_hazel,3303030200
lewkonia dwurożna,lewkonia dwurożna,stock,other_flowers_ornamental_plants,3301089900
lewkonia letnia,lewkonia letnia,stock,other_flowers_ornamental_plants,3301089900
ligustr pospolity,ligustr pospolity,privet,shrubberries_shrubs,3303080000
lnianka siewna (lnicznik),lnianka siewna (lnicznik),camelina,camelina,3301061500
lnica (lnianka) pospolita,lnica (lnianka) pospolita,toadflax,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
Lobelia,Lobelia,lobelia,other_flowers_ornamental_plants,3301089900
lubczyk ogrodowy,lubczyk ogrodowy,lovage,lovage_maggiplant,3301061221
lucerna,lucerna,yellow alfalfa,alfalfa_lucerne,3301090301
lucerna chmielowa (nerkowata),lucerna chmielowa (nerkowata),black medick,alfalfa_lucerne,3301090301
lucerna chmielowa (nerkowata) na materiał siewny,lucerna chmielowa (nerkowata) na materiał siewny,black medick for seed,alfalfa_lucerne,3301090301
lucerna chmielowa (nerkowata) uprawa jednoroczna,lucerna chmielowa (nerkowata) uprawa jednoroczna,black medick annual,alfalfa_lucerne,3301090301
Lucerna chmielowa na zielony nawóz,Lucerna chmielowa na zielony nawóz,black medick for green manure,alfalfa_lucerne,3301090301
lucerna chmielowa na zielony nawóz w roku następnym,lucerna chmielowa na zielony nawóz w roku następnym,black medick for green manure in the following year,alfalfa_lucerne,3301090301
lucerna mieszańcowa,lucerna mieszańcowa,hybrid alfalfa,alfalfa_lucerne,3301090301
lucerna mieszańcowa na materiał siewny,lucerna mieszańcowa na materiał siewny,hybrid alfalfa for seed,alfalfa_lucerne,3301090301
lucerna mieszańcowa na nasiona,lucerna mieszańcowa na nasiona,hybrid alfalfa for seed,alfalfa_lucerne,3301090301
Lucerna mieszańcowa na zielony nawóz,Lucerna mieszańcowa na zielony nawóz,hybrid alfalfa for green manure,alfalfa_lucerne,3301090301
lucerna mieszańcowa na zielony nawóz w roku następnym,lucerna mieszańcowa na zielony nawóz w roku następnym,hybrid alfalfa for green manure in the following year,alfalfa_lucerne,3301090301
lucerna sierpowata,lucerna sierpowata,yellow alfalfa,alfalfa_lucerne,3301090301
lucerna sierpowata na zielony nawóz,lucerna sierpowata na zielony nawóz,yellow alfalfa for green manure,alfalfa_lucerne,3301090301
lucerna siewna,lucerna siewna,alfalfa,alfalfa_lucerne,3301090301
lucerna siewna na materiał siewny,lucerna siewna na materiał siewny,alfalfa for seed,alfalfa_lucerne,3301090301
Lucerna siewna na zielony nawóz,Lucerna siewna na zielony nawóz,alfalfa for green manure,alfalfa_lucerne,3301090301
lucerna siewna na zielony nawóz w roku następnym,lucerna siewna na zielony nawóz w roku następnym,alfalfa for green manure in the following year,alfalfa_lucerne,3301090301
lukrecja gładka,lukrecja gładka,liquorice,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
lędźwian,lędźwian,grass pea,other_dry_pulses,3301029900
lędźwian siewny,lędźwian siewny,grass pea,other_dry_pulses,3301029900
Maciejka,Maciejka,night-scented stock,other_flowers_ornamental_plants,3301089900
macierzanka,macierzanka,thyme,thyme,3301061237
macierzanka piaskowa,macierzanka piaskowa,thyme,thyme,3301061237
macierzanka zwyczajna,macierzanka zwyczajna,thyme,thyme,3301061237
maczek kalifornijski (pozłotka),maczek kalifornijski (pozłotka),california poppy,other_flowers_ornamental_plants,3301089900
Mahonia pospolita,Mahonia pospolita,mahonia,shrubberries_shrubs,3303080000
majeranek ogrodowy,majeranek ogrodowy,marjoram,oregano,3301061226
mak,mak,poppy,poppy,3301060600
mak lekarski,mak lekarski,poppy,poppy,3301060600
mak polny,mak polny,poppy,poppy,3301060600
mak wschodni,mak wschodni,poppy,poppy,3301060600
malina,malina,raspberry,raspberry_raspberries,3303021000
Malwa,Malwa,hollyhock,malva,3301082800
malwa czarna,malwa czarna,black hollyhock,malva,3301082800
marchew,marchew,carrot,carrots_daucus,3301290300
marchew jadalna,marchew jadalna,carrot,carrots_daucus,3301290300
marchew pastewna,marchew pastewna,fodder carrot,carrots_daucus,3301290300
marchew zwyczajna,marchew zwyczajna,carrot,carrots_daucus,3301290300
marchewnik anyżowy,marchewnik anyżowy,sweet cicely,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
melisa lekarska,melisa lekarska,lemon balm,lemon_balm_melissa,3301061220
melon,melon,melon,melon,3301140300
