original_code,original_name,translated_name,HCAT3_name,HCAT3_code
40158,Vikev panonská,Hungarian vetch,vetches,3301090305
40159,Kostřava červená,Red fescue,festuca_fescue,3301090202
40161,Lupina žlutá,Yellow lupin,sweet_lupins,3301020700
40162,Sléz krmný,Fodder mallow,malva,3301082800
40163,Slunečnice roční,Sunflowers,sunflower,3301060500
40164,Srha laločnatá,Cocksfoot,cocksfoot_catgrass,3301090203
40273,Pšenice špalda,Spelt,spelt,3301011000
40275,Chmel sadba,Hops seedling,hops,3301060200
40284,Trávy čeledi lipnicovité s výjimkou obilnin,Poaceae grasses except cereals,poaceae_grasses,3301090200
40286,Trávy pro ochranné pásy,Grasses for protective strips,pasture_meadow_grassland_grass,3302000000
40287,Trávy na semeno,Grasses grown for seed,poaceae_grasses,3301090200
40292,Květiny,Flowers,flowers_ornamental_plants,3301080000
40293,Kokrhel,Yellow rattle,other_flowers_ornamental_plants,3301089900
40294,Batáty,Sweet potatoes,sweet_potatoes,3301040000
40295,Žito energetické,rye for biogas,rye,3301010300
40296,Kmín kořenný jarní,spring Caraway,caraway,3301061211
40304,Směs pro ochranný pás,Protective strip mixture,not_known_and_other,3399000000
40305,Směsi bílkovinných plodin bez obilovin,Protein crop mixture without cereals,legumes_dried_pulses_protein_crops,3301020000
40306,Směsi PVN s obilovinami,Improving crop mixture with cereals,not_known_and_other,3399000000
40307,Směsi PVN s ostatními plodinami,Improving crop mixture without cereals,not_known_and_other,3399000000
40311,Merlík čilský,Quinoa ,quinoa,3301150300
40313,Konopí - Earlina 8 FC,Hemp (Earlina 8 FC),hemp_cannabis,3301061000
40318,Směsky obilovin,Cereal mixtures,cereal,3301010000
40323,Mák setý ozimý,Poppy sown winter,winter_poppy,3301060601
40329,Hořčice černá,Black mustard,mustard,3301210100
40330,Vojtěška proměnlivá,Hybrid Alfafa,alfalfa_lucerne,3301090301
40359,Brambory konzumní rané,Early ware potatoes,potatoes,3301030000
40360,Brambory konzumní pozdní,Late Potatoes,potatoes,3301030000
40361,Mrkev jedlá,Carrot,carrots_daucus,3301290300
40362,Mrkev krmná,Fodder Carrot,carrots_daucus,3301290300
40363,Paprika zeleninová,Vegetable paprika,bell_pepper_paprika,3301300100
40364,Paprika kořeninová,Allspice paprika,bell_pepper_paprika,3301300100
40365,Tykev olejná,oilseed pumpkin,pumpkin_squash_gourd,3301140400
40366,Pšenice tvrdá jarní,Durum wheat spring,spring_durum_hard_wheat,3301010202
40367,Pšenice tvrdá ozimá,"Durum wheat, winter",winter_durum_hard_wheat,3301010201
40369,Bob polní,Field Bean,beans,3301020100
