original_code,original_name,translated_name,HCAT3_name,HCAT3_code
81,ALGODÓN,COTTON,cotton,3301060300
82,REMOLACHA,Beetroot,beetroot_beets,3301290200
83,TABACO,TOBACCO,tobacco,3301060100
84,LÚPULO,HOP,hops,3301060200
85,LINO,LINEN,flax_linen,3301060701
86,CÁÑAMO,HEMP,hemp_cannabis,3301061000
87,CACAHUETE,PEANUT,legumes_dried_pulses_protein_crops,3301020000
88,CÁRTAMO,safflower,safflower,3301083900
89,CHUFA,CHUFA,nuts,3303030000
90,REGALIZ,Licorice,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
91,FLORES,FLOWERS,flowers_ornamental_plants,3301080000
92,ROMANESCU,Romanesco,other_brassica_oleracea_cabbage,3301210299
93,LINO NO TEXTIL,NON-TEXTILE LINEN,flax_linen,3301060701
96,ESPECIES AROMÁTICAS HERBÁCEAS,HERBACEOUS AROMATIC SPECIES,aromatic_medicinal_culinary_plants_spices_herbs,3301061200
97,SETAS,MUSHROOMS,mushrooms_energy_genetically_modified_crops,3304000000
98,PIMIENTO PARA PIMENTÓN,PAPRIKA BELL PEPPER,bell_pepper_paprika,3301300100
99,PATATA,POTATO,potatoes,3301030000
101,OLIVO,OLIVE,olive_plantations,3303050000
102,VIÑA,VINEYARD,vineyards_wine_vine_rebland_grapes,3303060000
103,UVA DE MESA,TABLE GRAPES,vineyards_wine_vine_rebland_grapes,3303060000
104,ALMENDRO,ALMOND,almond,3303030100
105,MELOCOTONERO,PEACH TREE,peach,3303011100
106,NECTARINO,NECTARINE,nectarine,3303010900
107,ALBARICOQUERO,APRICOT,apricots,3303010300
108,PERAL,PEAR TREE,pears,3303011200
109,MANZANO,APPLE TREE,apples,3303010200
110,CEREZO,CHERRY,cherry_cherries,3303010400
111,CIRUELO,PLUM TREE,plums,3303011300
112,NOGAL,WALNUT,walnuts,3303030600
113,OTROS FRUTALES,OTHER FRUIT TREES,unspecified_orchards_fruits,3303019800
114,SUPERFICIES FORESTALES MADERABLES,TIMBER FOREST AREAS,tree_wood_forest,3306000000
115,OTRAS SUPERFICIES FORESTALES,OTHER FOREST AREAS,tree_wood_forest,3306000000
116,CHOPO,Populus,populus,3306070000
117,CASTAÑO,CHESTNUT,sweet_chestnuts,3303030500
118,ESPECIES AROMÁTICAS LEÑOSAS,"Woody Aromatic Plants (rosemary, lavender, etc)",aromatic_medicinal_culinary_plants_spices_herbs,3301061200
119,VIVERO - PRODUCTOR MVR,Nursery,nurseries_nursery,3303070000
120,VIÑA - OLIVAR,VINEYARD - OLIVE GROVE,vineyards_wine_vine_rebland_grapes,3303060000
121,BONIATO,SWEET POTATO,sweet_potatoes,3301040000
122,ALGARROBO,CAROB TREE,carob,3303110100
123,AVELLANO,HAZEL,hazelnuts_hazel,3303030200
124,PISTACHO,PISTACHIO,pistachio,3303030400
125,FRUTOS DE CÁSCARA,NUTS,nuts,3303030000
138,ADORMIDERA,POPPY,poppy,3301060600
139,HIERBA CINTA ,Reed Canary Grass,poaceae_grasses,3301090200
140,ABACA ALIAS MANILA ,Manila Hemp,fibre_crops,3301061100
141,KENAF ,Deccan Hemp,fibre_crops,3301061100
142,YUTE ,Jute,fibre_crops,3301061100
143,SISAL,SISAL,fibre_crops,3301061100
144,PINOS PIÑONEROS,Pinyon Pine,nuts,3303030000
145,RESTO DE PINOS (NO PIÑONEROS),Other Pine trees excluding Pinenuts,other_tree_wood_forest,3306990000
146,ARBOLES DE NAVIDAD,CHRISTMAS TREES,other_tree_wood_forest,3306990000
147,ENCINA,HOLM OAK,oak,3306060000
148,BELLOTA,ACORN,oak,3306060000
149,ZARZAMORA,blackberry,blackberry,3303020200
150,Otras utilizaciones no agrarias ni forestales,Other non-agricultural or forestry uses,not_known_and_other,3399000000
151,PUERRO,LEEK,leek,3301220300
152,PIMIENTO,Pepper (Bell pepper),bell_pepper_paprika,3301300100
153,MELÓN,Melon,melon,3301140300
154,BRÓCOLI,BROCCOLI,broccoli,3301210202
155,LECHUGA,Lettuce,salads_lettuce_leaf_vegetables,3301310000
156,SANDÍA,WATERMELON,watermelon,3301140500
157,CEBOLLA,ONION,onions,3301220400
158,APIO,CELERY,celery,3301250000
159,COLIRRÁBANO,kohlrabi,kohlrabi,3301210209
160,COLIFLOR,CAULIFLOWER,cauliflower,3301210204
162,BERENJENA,EGGPLANT,aubergine_eggplant,3301260000
163,CALABACÍN,Zucchini,zucchini_courgette,3301140600
164,ALCACHOFA,ARTICHOKE,artichoke,3301270000
165,PEPINO,CUCUMBER,cucumber_pickle,3301140100
166,ACELGA,CHARD,chard,3301310100
167,CEBOLLETA,SPRING ONION,scallion,3301220500
168,CHALOTA,SHALLOT,shallot,3301220600
169,AJO,GARLIC,garlic,3301220200
170,COL,Cabbage,brassica_oleracea_cabbage,3301210200
171,CHIRIVÍA,PARSNIP,parsnips,3301290500
172,REPOLLO,CABBAGE,brassica_oleracea_cabbage,3301210200
173,COL ROJA O LOMBARDA,RED OR LOMBARD CABBAGE,red_cabbage,3301210210
174,COL MILÁN O SAVOY,Savoy Cabbage,savoy_cabbage,3301210211
175,BERZA,Collard,collard_greens,3301210206
176,COL DE BRUSELAS,BRUSSELS SPROUTS,brussels_sprouts,3301210203
177,ENDIVIA,Cichorium Endivia,other_salads_lettuce_leaf_vegetables,3301319900
178,ZANAHORIA,CARROT,carrots_daucus,3301290300
179,NABO,TURNIP,turnips,3301290800
180,JUDÍA,BEAN,beans,3301020100
181,ACHICORIA,CHICORY,chicory_chicories,3301310200
182,GUINDILLA,CHILLI,chili_pepper,3301300200
183,ESPINACA,SPINACH,spinach,3301310800
184,CARDO,THISTLE,marian_thistles,3301061300
185,CALABAZA,Winter Squash,pumpkin_squash_gourd,3301140400
186,CALABAZA DEL PEREGRINO,Bottle Gourd ,pumpkin_squash_gourd,3301140400
187,BORRAJA,BORAGE,borage,3301061209
188,PEPINILLOS,Pickles,cucumber_pickle,3301140100
189,ESCAROLA,ENDIVE,endive,3301310300
190,RÁBANO,RADISH,radish,3301290600
191,BERRO DE AGUA,WATERCRESS,cress,3301210300
192,FRAMBUESA,RASPBERRY,raspberry_raspberries,3303021000
193,HUERTA,VEGETABLE GARDEN,kitchen_gardens,3301120000
194,CHAMPIÑÓN,MUSHROOM,other_mushrooms_energy_crops_genetically_modified_crops,3304990000
197,TOMATE,TOMATO,tomato,3301280000
198,TOMATE PARA TRANSFORMACIÓN,TOMATO FOR TRANSFORMATION,tomato,3301280000
199,PINOS,PINE TREES,other_tree_wood_forest,3306990000
200,PAULONIA,Paulownia ,other_tree_wood_forest,3306990000
201,PLATERINA,Peach,peach,3303011100
202,PARAGUAYO,Flat Peach,peach,3303011100
203,ENDRINO o ARAÑÓN,blackthorn,other_permanent_crops_plantations,3303990000
204,CLEMENTINA,CLEMENTINE,citrus_plantations,3303040000
205,SATSUMA,SATSUMA,citrus_plantations,3303040000
206,NARANJO,ORANGE TREE,citrus_plantations,3303040000
207,LIMONERO,LEMON TREE,citrus_plantations,3303040000
208,POMELO,GRAPEFRUIT,citrus_plantations,3303040000
209,MANDARINO,MANDARIN,citrus_plantations,3303040000
210,MANDARINO HÍBRIDO,HYBRID MANDARIN,citrus_plantations,3303040000
211,MEMBRILLO,QUINCE,quinces,3303011500
212,KIWI,KIWI,kiwi,3303010700
213,CAQUI o PALOSANTO,PERSIMMON ,other_permanent_crops_plantations,3303990000
214,NÍSPERO,Loquat,medlar_loquat,3303010800
215,GROSELLERO,GOOSEBERRY,gooseberry_gooseberries_cranberries,3303020700
216,ARÁNDANO,BLUEBERRY,blueberry,3303020400
217,GRANADO,POMEGRANATE,pomegranate,3303011400
218,HIGUERA,FIG TREE,fig,3303010600
219,FRESA,STRAWBERRY,strawberries,3301130000
220,CAÑA DE AZÚCAR,SUGAR CANE,energy_crops,3304010000
221,UVA PASA,Raisin,vineyards_wine_vine_rebland_grapes,3303060000
222,QUINOA,QUINOA,quinoa,3301150300
223,MISCANTHUS,MISCANTHUS,miscanthus_silvergrass,3301083000
224,HUAXYACAC,Leucaena leucocephala ,other_tree_wood_forest,3306990000
225,EUCALIPTO,EUCALYPTUS,eucalyptus,3306050000
226,OPUNTIA,Prickly Pear,not_known_and_other,3399000000
227,SAUCE,WILLOW,willows_osiers,3306080000
228,ACACIA,Acacia,other_tree_wood_forest,3306990000
229,AILANTO,Ailanthus tree,other_tree_wood_forest,3306990000
230,ROBINIA,ROBINIA,other_tree_wood_forest,3306990000
231,ACACIA DE TRES ESPINAS,Honey Locust,other_tree_wood_forest,3306990000
232,JACARANDA,JACARANDA,other_flowers_ornamental_plants,3301089900
233,FITOLACA,American pokeweed,shrubberries_shrubs,3303080000
234,CASTAÑO (FORESTAL),CHESTNUT (FOREST),sweet_chestnuts,3303030500
235,JATROPHA,JATROPHA,energy_crops,3304010000
236,CAÑA COMÚN ,Arundo donax,poaceae_grasses,3301090200
237,SUPERFICIES FORESTALES DE ROTACIÓN CORTA,SHORT ROTATION FOREST AREAS,tree_wood_forest,3306000000
238,ALTRAMUZ AMARILLO,YELLOW LUPINE,sweet_lupins,3301020700
239,ALMORTA,Lathyrus sativus (Pea),peas,3301020600
240,TITARROS,Lathyrus cicera (red pea),peas,3301020600
241,MEZCLA AVENA-VEZA,Oat-vetches mixture,oats,3301010500
242,MEZCLA TRITICALE-VEZA,TRITICALE-vetches MIXTURE,triticale,3301010800
243,MEZCLA TRIGO-VEZA,Wheat-vetches mixture,common_soft_wheat,3301010100
244,MEZCLA CEBADA-VEZA,Barley-vetches mixture,barley,3301010400
245,MEZCLA AVENA-ZULLA,Oat Sweet tvetch mixture,oats,3301010500
246,MEZCLA CEBADA-ZULLA,Barley sweet vetch mixture,barley,3301010400
247,CULTIVOS MIXTOS DE ESPECIES PRATENSES,Mixed Crops of the Pratense (clover) species ,clover,3301090303
248,ALGARROBA,CAROB TREE,carob,3303110100
249,ALVERJA,Pea,peas,3301020600
250,ALBERJÓN,Chickpea,chickpeas,3301020200
251,AJEDREA,SAVORY,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
252,CILANTRO,CILANTRO,coriander,3301061215
253,ANÍS DULCE,SWEET ANISE,anise_aniseed,3301061205
254,ENELDO,DILL,anethum_dill,3301061203
255,MANZANILLA,CHAMOMILE,chamomile,3301061213
256,VALERIANA,VALERIAN,valerian,3301061238
257,ARTEMISA,Ambrosia Peruviana,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
258,GENCIANA,Gentiana,other_flowers_ornamental_plants,3301089900
259,HISOPO,HYSSOP,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
260,HINOJO,FENNEL,fennel,3301170000
261,PEREJIL,PARSLEY,parsly,3301061227
262,AZAFRÁN,SAFFRON,saffron_crocus_sativus,3301061232
263,TOMILLO,THYME,thyme,3301061237
264,ALBAHACA,BASIL,basil,3301061207
265,MELISA O TORONJIL,Lemon balm,lemon_balm_melissa,3301061220
266,MENTA,MINT,mints_peppermint,3301061222
267,ORÉGANO,OREGANO,oregano,3301061226
268,SALVIA,SAGE,sage_chia,3301190000
269,PERIFOLLO,CHERVIL,chervil,3301061214
270,ESTRAGÓN,TARRAGON,tarragon,3301061236
271,MEJORANA,Majoran,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
272,CALÉNDULA,CALENDULA,calendula_marigold,3301061210
273,COMINO,Cumin,black_cumin,3301061208
274,ESTEVIA,STEVIA,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
275,HIPÉRICO,St John’s Wort,st_johns_wort,3301061234
276,HIERBABUENA,PEPPERMINT,mints_peppermint,3301061222
277,VERBENA,VERBENA,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
278,FRUTOS DEL BOSQUE,Berry,berries_berry_species,3303020000
279,ESPÁRRAGO,ASPARAGUS,asparagus,3301200000
280,TRUFA,TRUFFLE,truffle,3304040000
281,LAVANDA,LAVENDER,lavender_lavandula,3301061219
282,LAVANDÍN,LAVENDER,lavender_lavandula,3301061219
283,ALCAPARRA,Caper,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
284,AJENJO,Artemisia,artemisia,3301061206
285,ESPLIEGO,LAVENDER,lavender_lavandula,3301061219
286,HELICRISO,Strawflower,other_flowers_ornamental_plants,3301089900
287,HIERBALUISA,Lemon Verbena,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
288,ROMERO,ROSEMARY,rosemary,3301061230
289,SANTOLINA,SANTOLINA,other_flowers_ornamental_plants,3301089900
290,ALOE VERA,ALOE VERA,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
291,CAFÉ,COFFEE,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
292,GROSELLA NEGRA,BLACKCURRANT,blackcurrant_cassis,3303020300
293,ROBLE,OAK,oak,3306060000
294,HAYA,Beech,other_tree_wood_forest,3306990000
295,ALCORNOQUE,Cork Oat,oak,3306060000
296,ABETO,Fir,other_tree_wood_forest,3306990000
297,ENEBRO,JUNIPER,other_tree_wood_forest,3306990000
298,MEZCLA CEBADA-GUISANTE,BARLEY-PEA MIXTURE,barley,3301010400
299,MEZCLA AVENA-GUISANTE,OAT-PEA MIXTURE,oats,3301010500
300,SABINA,Sabina (type of Junipers),other_tree_wood_forest,3306990000
301,PINSAPO,Spanish Fir,other_tree_wood_forest,3306990000
302,MEZCLA EN MÁRGENES MULTIFUNCIONALES,MIXING IN MULTIFUNCTIONAL MARGINS,not_known_and_other,3399000000
303,MEZCLA DE RESERVORIOS,RESERVOIR MIX,not_known_and_other,3399000000
304,COL CHINA,CHINESE CABBAGE,chinese_cabbage,3301210205
305,MEZCLA AVENA-TRIGO,OAT-WHEAT MIXTURE,oats,3301010500
306,MEZCLA AVENA-CEBADA,OATS-BARLEY MIXTURE,oats,3301010500
307,MEZCLA AVENA-TRITICALE,OAT-TRITICALE MIXTURE,oats,3301010500
308,AGRIMONIA,AGRIMONY,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
309,BARDANA,BURDOCK,arctium_burdock,3301290100
310,DIENTE DE LEÓN,DANDELION,dandelions,3301081400
311,ENULA,Elecampane,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
312,EQUINACEA,Coneflowers,rudbeckia_coneflowers,3301083800
313,GINSENG,GINSENG,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
315,LLANTÉN,Broadleaf PLANTAIN/Plantago Major,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
316,MALVAVISCO,MARSHMALLOW,other_flowers_ornamental_plants,3301089900
317,MANZANILLA AMARGA,BITTER CHAMOMILE,chamomile,3301061213
318,MANZANILLA DULCE,SWEET CHAMOMILE,chamomile,3301061213
319,MILENRAMA,YARROW,yarrow,3301061239
320,POLEO,Mentha pulegium,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
321,RÁBANO NEGRO,BLACK RADISH,radish,3301290600
322,ROMPEPIEDRA,Lepidium latifolium,other_brassica_oleracea_cabbage,3301210299
323,TRAVALERA,Common Knotgrass,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
324,VARA DE ORO,GOLDEN ROD,goldenrod,3301082200
325,TRIGO KHORASAN,Khorasan Wheat,other_cereals,3301019900
326,MAÍZ DULCE,SWEET CORN,grain_maize_corn_popcorn,3301010600
327,REMOLACHA DE MESA,Beetroot,beetroot_beets,3301290200
328,PASTO DEL SUDÁN,Sorghum x drummondii,millet_sorghum,3301010900
329,AMARANTO,AMARANTH,amaranth,3301150100
330,ELEMENTO DEL PAISAJE,LANDSCAPE ELEMENT,not_known_and_other,3399000000
331,MORINGA,MORINGA,other_arable_land_crops,3301990000
332,MOSTAZA,MUSTARD,mustard,3301210100
333,PORTAINJERTOS DE VID,GRAPEVINE ROOTSTOCKS,vineyards_wine_vine_rebland_grapes,3303060000
334,BARBECHO DE BIODIVERSIDAD (INCLUYE MELÍFERAS),BIODIVERSITY FALLOW (INCLUDING MELLIFERS),fallow_land_not_crop,3301110000
335,CABECERA Y CONTORNOS DE CULTIVO PERMANENTE,PERMANENT CROP HEADLAND AND BORDERS,not_known_and_other,3399000000
336,MEZCLA ALGARROBA-AVENA,CAROB-OAT MIXTURE,carob,3303110100
337,MEZCLA ALGARROBA-CEBADA,CAROB-BARLEY MIXTURE,carob,3303110100
338,MEZCLA RAYGRASS-VEZA,Ryegrass Vetch mixture,lolium_ryegrass,3301090205
339,MEZCLA AVENA-YEROS,Oat vetch mixture,oats,3301010500
340,MEZCLA CEBADA-YEROS,BARLEY-Vetches MIXTURE,barley,3301010400
341,SILPHIUM,SILPHIUM,silphium_rosinweeds,3301084400
342,OTRAS MEZCLAS CON PREDOMINANCIA CFN,Nitrogen-fixing crops (CFN),legumes_harvested_green,3301090300
343,AGUACATE,AVOCADO,avocado,3303100000
344,MANGO,MANGO,orchards_fruits,3303010000
345,CHIRIMOYO,cherimoya,orchards_fruits,3303010000
346,PAPAYA,PAPAYA,orchards_fruits,3303010000
347,MORERA,MULBERRY,berries_berry_species,3303020000
348,VIÑA - FRUTAL,VINEYARD - FRUIT,vineyards_wine_vine_rebland_grapes,3303060000
349,OLIVAR - FRUTAL,OLIVE - FRUIT,olive_plantations,3303050000
350,RASTROJERAS,Unmanaged vegetation,unmaintained,3308000000
351,CÍTRICOS HÍBRIDOS-CAQUI,HYBRID CITRUS-KHAKI,citrus_plantations,3303040000
352,NARANJO-AGUACATE,ORANGE-AVOCADO,citrus_plantations,3303040000
353,CEREZO-OLIVAR,CHERRY-OLIVE TREE,cherry_cherries,3303010400
354,CEREZO-ALGARROBO,CHERRY-CAROB,cherry_cherries,3303010400
355,RICINO,Castor oil,oilseed_crops,3301060800
356,NARANJO AMARGO,BITTER ORANGE,citrus_plantations,3303040000
357,CÁÑAMO NO TEXTIL,NON-TEXTILE HEMP,hemp_cannabis,3301061000
358,MEZCLA DE FORESTALES,FOREST MIX,tree_wood_forest,3306000000
359,HIERBA DE GUINEA,GUINEA GRASS,poaceae_grasses,3301090200
360,ABEDUL,BIRCH,birch,3306030000
361,ABETO DE DOUGLAS,DOUGLAS FIR,tree_wood_forest,3306000000
362,ACEBO,Christmas HOLLY,shrubberries_shrubs,3303080000
363,ACEBUCHE,Wild Olive,olive_plantations,3303050000
364,ÁLAMO,POPLAR,populus,3306070000
365,ALANTICO o LANTISCO,Pistacia lentiscus,industrial_nonfood_crops,3301060000
366,ALERCE,Larch,other_tree_wood_forest,3306990000
367,ALISO,Adler,birch,3306030000
368,ALMÁCIGO DE CANARIAS,Pistacia atlantica,other_tree_wood_forest,3306990000
369,ALMEZ,European nettle tree,other_tree_wood_forest,3306990000
370,ARCE,MAPLE,other_tree_wood_forest,3306990000
371,CARPE ,HORNBEAM,other_tree_wood_forest,3306990000
372,CEDRO,CEDAR,other_tree_wood_forest,3306990000
373,CHAPARRO,Kermes Oak,oak,3306060000
374,CHÍA,CHIA,sage_chia,3301190000
375,CIPRÉS,CYPRESS,other_tree_wood_forest,3306990000
376,FRESNO,ASH TREE,other_tree_wood_forest,3306990000
377,MADROÑO ,Strawberry Tree,other_tree_wood_forest,3306990000
378,OLMO,ELM,other_tree_wood_forest,3306990000
379,PALMA CANARIA,CANARY PALM,other_tree_wood_forest,3306990000
380,PICEA,SPRUCE,other_tree_wood_forest,3306990000
381,QUEJIGO,Portuguese oak,oak,3306060000
382,REBOLLO,Spanish Oak,oak,3306060000
383,RETAMA,RETAMA,not_known_and_other,3399000000
384,SERBAL,Sorbus,other_tree_wood_forest,3306990000
385,TALAYA,Tamarix,other_tree_wood_forest,3306990000
386,TEJO,Yew Tree,other_tree_wood_forest,3306990000
387,TILO,Tilia tree,other_tree_wood_forest,3306990000
388,YUCA,YUCCA?,other_flowers_ornamental_plants,3301089900
389,PINO,PINE TREE,other_tree_wood_forest,3306990000
390,HABONCILLO,Field Beans,beans,3301020100
391,CEREZO DE MAHOMA,Mahaleb Cherrz,cherry_cherries,3303010400
392,MEZCLA ALUBIA-MAÍZ,BEAN-CORN MIXTURE,beans,3301020100
393,ESCANDA,Emmer,emmer,3301011200
394,ESCAÑA,Spelt,spelt,3301011000
395,PANIZO,Maiz,grain_maize_corn_popcorn,3301010600
397,JUDÍA ESCARLATA,SCARLET Runner BEAN,beans,3301020100
398,RAMIO,Ramie,fibre_crops,3301061100
399,SÉSAMO,SESAME,oilseed_crops,3301060800
400,FORESTACIONES VINCULADAS AL REGLAMENTO 2080/1992,Afforestation LINKED TO REGULATION 2080/1992,afforestation_reforestation,3306010000
401,CEBOLLINO,CHIVE,chives,3301220100
402,ACEDERILLA,SORREL,sorrel,3301310700
403,ANÍS ESTRELLADO,STAR ANISE,anise_aniseed,3301061205
404,BOTÓN DE ORO,Meadow buttercup,not_known_and_other,3399000000
405,AJOWAN,AJOWAN,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
406,CHUPAMIELES,Anchusa officinalis,borage,3301061209
409,DEDALERA O DIGITAL,Foxglove,other_flowers_ornamental_plants,3301089900
410,CICUTA,HEMLOCK,not_known_and_other,3399000000
411,JABONERA,Wild Sweet William,not_known_and_other,3399000000
412,MALVA COMÚN,COMMON MALLOW,sida_virginia_mallow,3304030000
413,PULMONARIA,Lungwort,other_flowers_ornamental_plants,3301089900
414,CARDO DE FULLER,Wild teasel (honey plant/ornamental),other_flowers_ornamental_plants,3301089900
415,TÁRTAGO,Caper Spurge,not_known_and_other,3399000000
416,PATACA,Jerusalem artichoke,topinambur_jerusalem_artichoke,3301180000
417,CANÓNIGO,Lambs lettuce,lambs_lettuce_rapunzel,3301310500
418,ACEDERA,Sorrel,sorrel,3301310700
419,BERRO HORTELANO,GARDEN CRESS,cress,3301210300
420,RUIBARBO,RHUBARB,rhubarb,3301230000
421,VERDOLAGA,PURSLANE,purslane,3301240000
422,KIWANO,KIWANO,cucurbits,3301140000
423,TOMATILLO,TOMATILLO,berries_berry_species,3303020000
424,ALCACHOFA CHINA,Chinese artichoke,stachys_hedgenettle_chinese_artichoke,3301061235
425,GALANGA MENOR,Galangal,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
426,PEREJIL TUBEROSO,Parsley,parsly,3301061227
427,RÁBANO PICANTE,HORSERADISH,horseradish,3301210400
428,JUDÍA DE LIMA,Lima Bea,beans,3301020100
429,COLLEJA,Bladder campion,other_salads_lettuce_leaf_vegetables,3301319900
430,BERGAMOTO,Bergamot,citrus_plantations,3303040000
431,CIDRO,CITRUS,citrus_plantations,3303040000
432,LIMÓN MANDARINA,Rangpur lime,citrus_plantations,3303040000
433,LIMERO DULCE,Palestinian SWEET LIME,citrus_plantations,3303040000
434,LIMÓN DULCE DEL MEDITERRÁNEO,Sweet Lime (Citrus limetta),citrus_plantations,3303040000
435,NARANJO MORUNO,Myrtle leaved orange tree,citrus_plantations,3303040000
436,ACEROLO,Mediterranean Medlar (crataegus azarolus),crataegus_hawthorn,3303080300
437,GUINDO,Sour Cherry,cherry_cherries,3303010400
438,SAUCO,Elderberry ,elder_elderberry,3303080400
439,ESPINO AMARILLO,SEA BUCKTHORN,hippophae_sea_buckthorns_seaberry,3303020800
440,PITA,Century Plant,other_flowers_ornamental_plants,3301089900
441,TÉ,TEA,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
442,MIMBRERA,Osier,willows_osiers,3306080000
443,BAMBÚ,BAMBOO,other_flowers_ornamental_plants,3301089900
444,ZUMAQUE,SUMAC,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
445,COL CRESPA,Curly kale,kale,3301210208
446,SERRADELLA,SERRADELLA,serradella,3301084200
447,MEZCLA CEREAL-RAYGRASS,CEREAL-RYEGRASS MIXTURE,cereal,3301010000
448,MEZCLA AVENA-MAÍZ,OAT-CORN MIXTURE,oats,3301010500
449,MEZCLA HABA-VEZA,BEAN-VETCHES MIXTURE,beans,3301020100
450,MEZCLA CEBADA-TRIGO,BARLEY-WHEAT MIXTURE,barley,3301010400
451,MEZCLA CENTENO-TRIGO,RYE-WHEAT MIXTURE,rye,3301010300
