original_code,original_name,translated_name,HCAT3_name,HCAT3_code,HCAT2_name,HCAT2_code
013,ERVILHA,PEA,peas,3301020600,peas,3301020600
094,PÊSSEGO,PEACH,peach,3303011100,peach,3303011100
130,AMENDOIM,PEANUT,arachis,3301090302,nuts,3303030000
093,PERA,PEAR,pears,3303011200,pears,3303011200
078,PIMENTO,PEPPER,bell_pepper_paprika,3301300100,piper_pepper,3301061228
143,PASTAGENS PERMANENTES,PERMANENT PASTURES,pasture_meadow_grassland_grass,3302000000,pasture_meadow_grassland_grass,3302000000
208,DIOSPIRO,Persimmon,orchards_fruits,3303010000,orchards_fruits,3303010000
135,PINHÃO,PINE NUTS,other_tree_wood_forest,3306990000,nuts,3303030000
168,POVOAMENTO DE PINHEIRO MANSO,PINE TREES PLANTATION,other_tree_wood_forest,3306990000,tree_wood_forest,3306000000
134,PISTACIOS,PISTACES,pistachio,3303030400,pistachio,3303030400
167,POVOAMENTO OUTRAS FOLHOSAS,PLANTATION OF OTHER HARDWOODS,tree_wood_forest,3306000000,tree_wood_forest,3306000000
108,AMEIXA,PLUM,plums,3303011300,plums,3303011300
209,ROMÃ,POMEGRANATE,pomegranate,3303011400,pomegranate,3303011400
285,FIGO DA INDIA,Prickly pear,other_permanent_crops_plantations,3303990000,fig,3303010600
118,MARMELO,QUINCE,quinces,3303011500,quinces,3303011500
264,COLZA,RAPESEED,rapeseed_rape,3301060400,rapeseed_rape,3301060400
203,FRAMBOESA,RASPBERRY,raspberry_raspberries,3303021000,raspberry_raspberries,3303021000
024,ARROZ,RICE,rice,3301010700,rice,3301010700
125,GALERIA RIPÍCOLA,RIPARIAN GALLERY,not_known_and_other,3399000000,tree_wood_forest,3306000000
003,CENTEIO,RYE,rye,3301010300,rye,3301010300
067,AZEVEM,ryegrass,lolium_ryegrass,3301090205,lolium_ryegrass,3301090205
287,SERRADELA,SERRADELA,serradella,3301084200,legumes_harvested_green,3301090300
008,SORGO,SORGHUM,millet_sorghum,3301010900,millet_sorghum,3301010900
211,GINJA,sour cherry,cherry_cherries,3303010400,cherry_cherries,3303010400
305,ESPINAFRE,SPINACH,spinach,3301310800,spinach,3301310800
204,MORANGO,STRAWBERRY,strawberries,3301130000,strawberries,3301130000
131,MEDRONHEIRO,Strawberry Tree,orchards_fruits,3303010000,strawberries,3301130000
017,GIRASSOL,SUNFLOWER,sunflower,3301060500,sunflower,3301060500
127,BATATA DOCE,SWEET POTATO,sweet_potatoes,3301040000,sweet_potatoes,3301040000
033,TOMATE,TOMATO,tomato,3301280000,tomato,3301280000
007,TRITICALE,TRITICALE,triticale,3301010800,triticale,3301010800
233,NABO,TURNIP,turnips,3301290800,turnips,3301290800
277,NABIÇA,Turnip greens,turnips,3301290800,turnips,3301290800
034,VINHA,VINEYARD,vineyards_wine_vine_rebland_grapes,3303060000,vineyards_wine_vine_rebland_grapes,3303060000
242,AGRIÃO,watercress,cress,3301210300,cress,3301210300
231,MELANCIA,WATERMELON,watermelon,3301140500,watermelon,3301140500
001,TRIGO,WHEAT,common_soft_wheat,3301010100,common_soft_wheat,3301010100
294,0,,not_known_and_other,3399000000,not_known_and_other,3399000000
309,0,,not_known_and_other,3399000000,not_known_and_other,3399000000
286,GROSELHA,Redcurrant,redcurrant,3303021100,redcurrant,3303021100
155,TANGERINA,Tangerine,citrus_plantations,3303040000,citrus_plantations,3303040000
925,GALERIA RIPÍCOLA - ÁREA ÚTIL,Riparian Gallery - Usable Area,not_known_and_other,3399000000,not_known_and_other,3399000000
269,MARACUJÁ,Passion fruit,orchards_fruits,3303010000,orchards_fruits,3303010000
119,NESPERA,Loquat,medlar_loquat,3303010800,medlar_loquat,3303010800
009,LINHO,Linen,flax_linen,3301060701,flax_linen,3301060701
319,,,not_known_and_other,3399000000,not_known_and_other,3399000000
301,CULTURAS EM HIDROPONIA,Hydroponic crops,not_known_and_other,3399000000,not_known_and_other,3399000000
300,TALUDE DA VINHA,Vineyard,vineyards_wine_vine_rebland_grapes,3303060000,vineyards_wine_vine_rebland_grapes,3303060000
123,,,not_known_and_other,3399000000,not_known_and_other,3399000000
234,PEPINO,Cucumber,cucumber_pickle,3301140100,cucumber_pickle,3301140100
232,MELOA,Melon,melon,3301140300,melon,3301140300
939,EP-BOSQUETE E FORMAÇÕES RELIQUIAIS-ÁREA ÚTIL,Usable Area,tree_wood_forest,3306000000,tree_wood_forest,3306000000
989,,,not_known_and_other,3399000000,not_known_and_other,3399000000
986,,,not_known_and_other,3399000000,not_known_and_other,3399000000
725,,,not_known_and_other,3399000000,not_known_and_other,3399000000
128,INHAME,Yam,unspecified_root_vegetables,3301299800,unspecified_root_vegetables,3301299800
