nuts,original_code,original_name,translated_name,hcat4_code,hcat4_name,usage_code,usage_name
iti1,155,STATICE,STATICE (limonium),3310899000,other_flowers_ornamental_plants,0,No specified use
iti1,156,USO NON AGRICOLO - ALTRO,NON-AGRICULTURAL USE - OTHER,3390000000,not_known_and_other,0,No specified use
iti1,16,LENTICCHIE,LENTILS,3310201070,lentils,0,No specified use
iti1,162,INDIVIA o SCAROLA,ENDIVE or ESCAROLE,3310717020,endive,0,No specified use
iti1,167,RUCOLA,ROCKET rucola,3310717050,rocket_arugula,0,No specified use
iti1,1700,Terreni ritirati dalla produzione,Land withdrawn from production,3370000000,unmaintained,0,No specified use
iti1,171,CORBEZZOLO,STRAWBERRY TREE,3330199000,other_orchards_fruits,0,No specified use
iti1,176,SORBO,Sorbus trees,3369900000,other_tree_wood_forest,0,No specified use
iti1,177,GELSO,MULBERRY,3330299000,other_berries_berry_species,0,No specified use
iti1,178,ACERO,MAPLE,3369900000,other_tree_wood_forest,0,No specified use
iti1,179,ONTANO,ALDER,3369900000,other_tree_wood_forest,0,No specified use
iti1,181,CARPINO,HORNBEAM,3369900000,other_tree_wood_forest,0,No specified use
iti1,183,OLMO,ELM,3369900000,other_tree_wood_forest,0,No specified use
iti1,188,PAULOWNIA TOMENTOSA,PAULOWNIA TOMENTOSA Princess tree,3369900000,other_tree_wood_forest,0,No specified use
iti1,19,RISONE,RICE,3310107000,rice,0,No specified use
iti1,1904,Girasole,Sunflower,3310604020,sunflower,0,No specified use
iti1,1905,PASCOLO POLIFITA CON ROCCIA AFFIORANTE TARA 20%,Multifloral Pasture with Exposed Rock - Tare 20%,3320100000,permanent_grassland,3,Fodder/Forage
iti1,1906,PASCOLO POLIFITA CON ROCCIA AFFIORANTE TARA 50%,Multifloral Pasture with Exposed Rock  TARE 50%,3320100000,permanent_grassland,3,Fodder/Forage
iti1,191,PLATANO,cooking bananas,3330199000,other_orchards_fruits,0,No specified use
iti1,192,FARNIA,English Oak,3360600000,oak,0,No specified use
iti1,193,ROVERELLA,Downy oak,3360600000,oak,0,No specified use
iti1,194,TIGLIO,LINDEN,3369900000,other_tree_wood_forest,0,No specified use
iti1,195,ABETE,FIR,3360900000,conifers,0,No specified use
iti1,197,DOUGLASIA,douglas fir,3360900000,conifers,0,No specified use
iti1,198,PINO MARITTIMO,MARITIME PINE,3360900000,conifers,0,No specified use
iti1,199,CIPRESSO,CYPRESS,3360900000,conifers,0,No specified use
iti1,20,PISELLO,PEA,3310201080,peas,0,No specified use
iti1,201,ARANCIO,ORANGE,3330402000,orange,0,No specified use
iti1,202,MANDARINO,MANDARIN,3330403000,mandarin,0,No specified use
iti1,204,LIMONE,LEMON,3330404000,lemons,0,No specified use
iti1,208,PINO,PINE,3360900000,conifers,0,No specified use
iti1,209,PRATO IN ROTOLO (TAPPETO ERBOSO),LAWN IN ROLL (TURF),3320201070,sod_turf,0,No specified use
iti1,2101,Albicocco,Apricot,3330103000,apricots,0,No specified use
iti1,2103,Ciliegio,Cherry,3330104000,cherry_cherries,0,No specified use
iti1,2107,Pesco,Peach,3330111000,peach,0,No specified use
iti1,2109,SUSINO,PLUM TREE,3330113000,plums,0,No specified use
iti1,213,LYCIUM BARBARUM (GOJI),LYCIUM BARBARUM (GOJI),3330299000,other_berries_berry_species,0,No specified use
iti1,216,LIQUIRIZIA,LICORICE,3310299000,other_legumes,0,No specified use
iti1,217,FAGIOLO D'EGITTO,Hyacinth bean,3310201010,beans,0,No specified use
iti1,218,PASCOLO CON PRATICHE TRADIZIONALI TARA 50%,PASTURE WITH TRADITIONAL PRACTICES TARE 50%,3320100000,permanent_grassland,3,Fodder/Forage
iti1,219,CIPOLLETTA  CIPOLLA D'INVERNO,SPRING ONION,3310708050,scallion,0,No specified use
iti1,2201,Melo,APPLE TREE,3330102000,apples,0,No specified use
iti1,2202,Pero,PEAR TREE,3330112000,pears,0,No specified use
iti1,221,ANETO,DILL,3310612030,anethum_dill,0,No specified use
iti1,226,CORIANDOLO,CORIADER,3310612150,coriander,0,No specified use
iti1,228,GIUGGIOLO,JUJUBE,3330199000,other_orchards_fruits,0,No specified use
iti1,23,ORTENSIA,HYDRANGEA,3310899000,other_flowers_ornamental_plants,0,No specified use
iti1,2302,VITE,GRAPE,3330600000,vineyards_wine_vine_rebland_grapes,0,No specified use
iti1,24,"BIETOLA (Compresa  la CHELTENHAM BEET, BARBABIETOLA ROSSA/BIETOLA DA COSTA)","CHARD (Including CHELTENHAM BEET, RED BEET/CHARD)",3310719000,beta_vulgaris,0,No specified use
iti1,240,BARBABIETOLA - RAPA ROSSA/BIETOLA DA COSTA,BEET - beetroot/CHARD,3310719000,beta_vulgaris,0,No specified use
iti1,2402,Oliva da trasformazione,Olive for processing,3330500000,olive,2,Industry/for processing
iti1,244,TRITORDEUM,TRITORDEUM,3310199000,other_cereals,0,No specified use
iti1,245,MENTUCCIA,Lesser calamint,3310612220,mints_peppermint,0,No specified use
iti1,261,AVENA ALTISSIMA,false oat-grass,3320209900,other_poaceae_grasses,0,No specified use
iti1,265,FAGIOLO DI SPAGNA,SPANISH BEAN,3310201010,beans,0,No specified use
iti1,27,CAROTA,CARROT,3310715020,carrots_daucus,0,No specified use
iti1,270,CAVOLO CINESE,CHINESE CABBAGE,3310707060,chinese_cabbage,0,No specified use
iti1,2706,Tare,non agricultural area,3390000000,not_known_and_other,0,No specified use
iti1,279,MENTA DOLCE,SWEET MINT,3310612220,mints_peppermint,0,No specified use
iti1,28,CAVOLO,CABBAGE,3310707000,brassicaceae_cruciferae,0,No specified use
iti1,280,MENTA PIPERITA,PEPPERMINT,3310612220,mints_peppermint,0,No specified use
iti1,286,ALTEA,Marshmallow,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,289,ANICE COMUNE,COMMON ANISE,3310612050,anise_aniseed,0,No specified use
iti1,29,CICERCHIA,CHICKENING PEA,3310201080,peas,0,No specified use
iti1,291,ARNICA,ARNICA,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,292,ARONIA NERA,BLACK ARONIA,3330201000,aronia_chokeberries,0,No specified use
iti1,293,CUMINO - CUMINO ROMANO,CUMIN - CUMIN ROMAN,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,295,ARTEMISIA,ARTEMISIA,3310612060,artemisia,0,No specified use
iti1,296,ASSENZIO,Artemisia absinthium,3310612060,artemisia,0,No specified use
iti1,297,BARDANA,BURDOCK,3310715010,arctium_burdock,0,No specified use
iti1,298,BETULLA,BIRCH,3360300000,birch,0,No specified use
iti1,3,COLZA,RAPE,3310604010,rapeseed_rape,0,No specified use
iti1,300,PIOPPO BIANCO,WHITE POPLAR,3360700000,populus,0,No specified use
iti1,301,PIOPPO NERO,BLACK POPLAR,3360700000,populus,0,No specified use
iti1,302,PIOPPO TREMULO,aspen,3360200000,aspen,0,No specified use
iti1,303,FAGGIO,BEECH,3369900000,other_tree_wood_forest,0,No specified use
iti1,304,BIANCOSPINO,HAWTHORN,3330803000,crataegus_hawthorn,0,No specified use
iti1,305,BIRICOCCOLO SUSINCOCCO,BIRICOCCOLO Apricot,3330103000,apricots,0,No specified use
iti1,306,BORRAGINE,BORAGE,3310612090,borage,0,No specified use
iti1,3080,Noce,WALNUT,3330306000,walnuts,0,No specified use
iti1,309,FRASSINO OSSIFILLO O MERIDIONALE,ASH narrow-leaved OR SOUTHERN,3369900000,other_tree_wood_forest,0,No specified use
iti1,31,PEONIA,PEONY,3310834000,peony_peonies,0,No specified use
iti1,310,GINKGO BILOBA,GINKGO BILOBA,3361000000,gingko,0,No specified use
iti1,311,LECCIO,HOLM OAK,3360600000,oak,0,No specified use
iti1,314,SUGHERA QUERCIA DA SUGHERO,CORK OAK,3360600000,oak,0,No specified use
iti1,315,SAMBUCO,elderberry,3330804000,elder_elderberry,0,No specified use
iti1,316,OLIVELLO O OLIVELLO SPINOSO,SEA BUCKTHORN,3330208000,hippophae_sea_buckthorns_seaberry,0,No specified use
iti1,317,GINEPRO,JUNIPER,3360900000,conifers,0,No specified use
iti1,318,MIRTO,MYRTLE,3310899000,other_flowers_ornamental_plants,0,No specified use
iti1,319,RUSCO  PUNGITOPO,BUTCHER'S BROOM,3330899000,other_shrubs,0,No specified use
iti1,32,ERBA MAZZOLINA,cat grass,3320201030,cocksfoot_catgrass,0,No specified use
iti1,320,CISTO BIANCO,grey-leaved cistus,3330899000,other_shrubs,0,No specified use
iti1,321,ACCA SELLOWIANA O FEJIOIA SELLOWIANA,Feijoa,3330199000,other_orchards_fruits,0,No specified use
iti1,322,LIPPIA CITRIODORA O CEDRINA O LIMONCINA (ALOYSIA CITRODORA),Lemon Verbena,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,324,CAMOMILLA,CHAMOMILE,3310612130,chamomile,0,No specified use
iti1,325,CAMOMILLA ROMANA,ROMAN CHAMOMILE,3310612130,chamomile,0,No specified use
iti1,328,ELICRISO,HELICHRYSUM,3310899000,other_flowers_ornamental_plants,0,No specified use
iti1,329,ENULA,inula,3310899000,other_flowers_ornamental_plants,0,No specified use
iti1,33,PHILODENDRO,PHILODENDRON,3310899000,other_flowers_ornamental_plants,0,No specified use
iti1,331,ESCOLZIA,Poppy,3310606000,poppy,0,No specified use
iti1,332,FACELIA,phacelia,3311300000,phacelia,0,No specified use
iti1,334,"FILIPENDULA,ULMARIA",Meadowsweet,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,335,FIORDALISO,CORNFLOWER,3310810000,cornflowers,0,No specified use
iti1,336,PRATO POLIFITA,Multifloral Meadow,3320100000,permanent_grassland,0,No specified use
iti1,337,GALEGA O CAPRAGGINE,GALEGA,3310202070,galega,0,No specified use
iti1,338,GIAGGIOLO (IRIS) PALLIDA,Iris,3310823000,iris,0,No specified use
iti1,340,GIAGGIOLO O GIGLIO  BIANCO  IRIS FIORENTINA,White Iris,3310823000,iris,0,No specified use
iti1,342,GRINDELIA,GRINDELIA,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,344,IPERICO,st johns wort,3310612340,st_johns_wort,0,No specified use
iti1,345,ISSOPO,HYSSOP,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,346,GRANO TURANICUM O FRUMENTO ORIENTALE O GRANO KHORASAN,KHORASAN WHEAT,3310199000,other_cereals,0,No specified use
iti1,348,MALVA,MALLOW,3310828000,malva,0,No specified use
iti1,35,ROSA,ROSE,3310837000,roses,0,No specified use
iti1,359,FESTUCA  (SP. FESTUCA ARUNDINACEA SCHREB.),Tall fescue,3320201020,festuca_fescue,0,No specified use
iti1,361,FESTUCA  (SP. FESTUCA PRATENSIS HUDS.),Meadow Fescue,3320201020,festuca_fescue,0,No specified use
iti1,369,LOIETTO  (SP. LOLIUM X BOUCHEANUM KUNT.),Ryegrass (Lolium x boucheanum),3320201050,lolium_ryegrass,0,No specified use
iti1,375,POA  (SP. POA PRATENSIS L.),Kentucky Bluegrass,3320209900,other_poaceae_grasses,0,No specified use
iti1,379,TRIFOGLIO (SP. TRIFOLIUM ALEXANDRINUM L.),Clover (Alexandrian Clover),3310202030,clover,0,No specified use
iti1,380,PRATI PERMANENTI NATURALI CON VINCOLI AMBIENTALI - TARA 20%,Natural Permanent Grasslands with Environmental Constraints - Tare 20%,3320100000,permanent_grassland,10,Eco-schemes for environment protection
iti1,381,TRIFOGLIO  (SP. TRIFOLIUM HYBRIDUM L.),Clover (specifically Hybrid Clover),3310202030,clover,0,No specified use
iti1,382,PRATI PERMANENTI NATURALI CON VINCOLI AMBIENTALI - TARA 50%,Natural Permanent Grasslands with Environmental Constraints - Tare 50%,3320100000,permanent_grassland,10,Eco-schemes for environment protection
iti1,383,TRIFOGLIO (SP. TRIFOLIUM INCARNATUM L.),Clover (specifically Crimson Clover),3310202030,clover,0,No specified use
iti1,384,TRIFOGLIO  (SP. TRIFOLIUM PRATENSE L.),Clover (specifically Red Clover),3310202030,clover,0,No specified use
iti1,385,TRIFOGLIO (SP. TRIFOLIUM REPENS L.),Clover (specifically White Clover),3310202030,clover,0,No specified use
iti1,386,MARGINI DEI CAMPI SEMINABILI,Edges of Arable Fields,3310000000,arable_crops,0,No specified use
iti1,388,TRIFOGLIO (SP. TRIFOLIUM RESUPINATUM L.),Clover (specifically TRIFOLIUM RESUPINATUM),3310202030,clover,0,No specified use
iti1,389,VECCIA SATIVA,Common Vetch,3310202050,vetches,0,No specified use
iti1,39,GINESTRA,Genisteae,3310299000,other_legumes,0,No specified use
iti1,390,VECCIA VILLOSA,Hairy Vetch,3310202050,vetches,0,No specified use
iti1,391,PRATI PERMANENTI NATURALI CON VINCOLI AMBIENTALI,Natural Permanent Grasslands with Environmental Constraints,3320100000,permanent_grassland,10,Eco-schemes for environment protection
iti1,392,ORTICA,Nettle,3310612250,nettles,0,No specified use
iti1,393,PARTENIO,feverfew,3310899000,other_flowers_ornamental_plants,0,No specified use
iti1,394,PASSIFLORA,passionflower,3310899000,other_flowers_ornamental_plants,0,No specified use
iti1,395,PASTINACA,Parsnip,3310715030,parsnips,0,No specified use
iti1,396,PIANTAGGINE LANCEOLATA O LINGUA DI CANE,Plantain (ribwort plantain),3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,398,PSILLO O PLANTAGO OVATA,Plantain (blond plantain),3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,399,PILOSELLA,Pilosella,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,4,SOIA,Soybean,3310201030,soy_soybeans,0,No specified use
iti1,405,AVOCADO,AVOCADO,3330116000,avocado,0,No specified use
iti1,407,FICODINDIA,Prickly Pear,3330199000,other_orchards_fruits,0,No specified use
iti1,408,MELOGRANO,Pomegranate,3330114000,pomegranate,0,No specified use
iti1,411,ROSA CANINA,dog rose,3310837000,roses,0,No specified use
iti1,412,ROVEJA PISELLO SELVATICO,Wild Pea,3310201080,peas,0,No specified use
iti1,413,SANTOREGGIA MONTANA,Winter savory,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,414,SCORZONERA,Black Salsify,3310715090,salsify,0,No specified use
iti1,415,TARASSACO,Dandelion,3310814000,dandelions,0,No specified use
iti1,416,VALERIANA,VALERIAN,3310612380,valerian,0,No specified use
iti1,417,VERBENA OFFICINALE,Common Verbena,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,418,VERGA D'ORO (SOLIDAGO VIRGA AUREA L.),Goldenrod,3310822000,goldenrod,0,No specified use
iti1,419,VIOLA TRICOLOR,wild pansy,3310850000,viola,0,No specified use
iti1,422,BAMBU,Bamboo,3320209900,other_poaceae_grasses,0,No specified use
iti1,424,BAMBU GIGANTE,Giant Bamboo,3320209900,other_poaceae_grasses,0,No specified use
iti1,428,PINO NERO,Black Pine,3360900000,conifers,0,No specified use
iti1,429,RAFANO,wild radish,3310715040,radish,0,No specified use
iti1,43,RUSCUS,Butcher's Broom,3330899000,other_shrubs,0,No specified use
iti1,430,AGRUMI,Citrus Fruits,3330400000,citrus,0,No specified use
iti1,432,BERGAMOTTO,BERGAMOT,3330499000,other_citrus,0,No specified use
iti1,435,LIMETTE,LIMES,3330499000,other_citrus,0,No specified use
iti1,436,SENAPE BRUNA,BROWN MUSTARD,3310707010,mustard,0,No specified use
iti1,438,SENAPE NERA,BLACK MUSTARD,3310707010,mustard,0,No specified use
iti1,445,LAVANDA,LAVENDER,3310612190,lavender_lavandula,0,No specified use
iti1,446,POA ANNUA,Annual bluegrass,3320209900,other_poaceae_grasses,0,No specified use
iti1,447,FUNGHI,MUSHROOMS,3349900000,other_mushrooms,0,No specified use
iti1,45,SPELTA,SPELT,3310110000,spelt,0,No specified use
iti1,453,FAGIOLO DALL'OCCHIO,cow pea,3310201010,beans,0,No specified use
iti1,456,ALOE,ALOE,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,457,ECHINACEA PALLIDA,ECHINACEA PALLIDA,3310815000,echinacea,0,No specified use
iti1,458,ECHINACEA ANGUSTIFOLIA,ECHINACEA ANGUSTIFOLIA,3310815000,echinacea,0,No specified use
iti1,46,LOIETTO LOGLIO,PERENNIAL RYEGRASS,3320201050,lolium_ryegrass,0,No specified use
iti1,460,PRATI ARIDI - FORMAZIONI ERBOSE CON ORCHIDEE,Arid Grasslands - Herbaceous Formations with Orchids,3320000000,grassland_grass,0,No specified use
iti1,463,PINO MUGO,Mountain Pine,3360900000,conifers,0,No specified use
iti1,466,UVA URSINA,BEARBERRY,3330299000,other_berries_berry_species,0,No specified use
iti1,467,ACHILLEA,Yarrow,3310612390,yarrow,0,No specified use
iti1,468,"CILIEGIO ACIDO (MARASCA,VISCIOLA,AMARENA)","SOUR CHERRY (MARASCA, SOUR CHERRY, BLACK CHERRY)",3330104000,cherry_cherries,0,No specified use
iti1,469,OKRA o OCRA o GOMBO,Okra,3310799000,other_fresh_vegetables,0,No specified use
iti1,47,LOIETTO LOGLIO PERENNE/LOIETTO INGLESE,RYEGRASS PERENNIAL,3320201050,lolium_ryegrass,0,No specified use
iti1,471,LOTO (KAKI),Persimmon,3330199000,other_orchards_fruits,0,No specified use
iti1,472,FICO,FIG,3330106000,fig,0,No specified use
iti1,473,LAMPONE,RASPBERRY,3330202020,raspberry_raspberries,0,No specified use
iti1,474,MORE,BLACKBERRIES,3330202010,blackberry,0,No specified use
iti1,475,"MIRTILLI ROSSI, MIRTILLI NERI ED ALTRI FRUTTI DEL GENERE VACCINIUM","CRANBERRIES, Blue berries AND OTHER FRUITS OF THE VACCINIUM GENUS",3330299000,other_berries_berry_species,0,No specified use
iti1,476,NESPOLO,MEDLAR,3330108000,medlar_loquat,0,No specified use
iti1,477,RIBES NERO,BLACK CURRANT,3330206010,blackcurrant_cassis,0,No specified use
iti1,479,VISCIOLE,Sour cherry,3330104000,cherry_cherries,0,No specified use
iti1,48,VIBURNO,VIBURNUM,3330899000,other_shrubs,0,No specified use
iti1,480,RIBES BIANCO (UVA SPINA),WHITE CURRANTS (GOOSEBERRIES),3330206990,other_ribes,0,No specified use
iti1,481,RIBES ROSSO,RED CURRANT,3330206020,redcurrant,0,No specified use
iti1,483,CENTELLA,CENTELLA,3310717990,other_salads_lettuce_leaf_vegetables,0,No specified use
iti1,484,CRESCIONE DEI GIARDINI O CRESCIONE INGLESE,GARDEN CRESSE OR ENGLISH CRESSE,3311200000,kitchen_gardens,0,No specified use
iti1,485,ALLORO,Bay Laurel,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,488,ECHINACEA PURPUREA,ECHINACEA PURPUREA,3310815000,echinacea,0,No specified use
iti1,490,FRUTTA A GUSCIO,NUTS,3330300000,nuts,0,No specified use
iti1,491,CARRUBO,CAROB,3330901000,carob,0,No specified use
iti1,492,CASTAGNO,CHESTNUT,3330305000,sweet_chestnuts,0,No specified use
iti1,493,MANDORLO,ALMOND TREE,3330301000,almond,0,No specified use
iti1,494,NOCCIOLO,HAZELNUT,3330302000,hazelnuts_hazel,0,No specified use
iti1,496,AMARANTO,AMARANTH,3310703010,amaranth,0,No specified use
iti1,497,PISTACCHIO,PISTACHIO,3330304000,pistachio,0,No specified use
iti1,498,NASTURZIO,NASTURTIUM,3310612240,nasturtiums,0,No specified use
iti1,499,PRUGNOLO,blackthorn,3330199000,other_orchards_fruits,0,No specified use
iti1,500,ARBORICOLTURA,ARBORICULTURE,3360000000,tree_wood_forest,0,No specified use
iti1,501,TARTUFO,TRUFFLE,3340200000,truffle,0,No specified use
iti1,503,VIVAI ORTICOLI,HORTICULTURAL NURSERY,3330700000,nurseries_nursery,0,No specified use
iti1,505,CAVE DA PIETRA,STONE QUARRIES,3390000000,not_known_and_other,0,No specified use
iti1,507,PIANTE AROMATICHE E MEDICINALI E SPEZIE,AROMATIC AND MEDICINAL PLANTS AND SPICES,3310612000,aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,508,PORTULACA O PORCELLANA COMUNE,COMMON PURSLANE,3310710000,purslane,0,No specified use
iti1,51,LUPOLINA,Black Medic,3310202010,alfalfa_lucerne,0,No specified use
iti1,524,CAMELIA,CAMELLIA,3310899000,other_flowers_ornamental_plants,0,No specified use
iti1,53,PANICO,foxtail millet,3310109000,millet,0,No specified use
iti1,535,GERANIO,GERANIUM,3310899000,other_flowers_ornamental_plants,0,No specified use
iti1,539,CARTAMO,SAFFLOWER,3310839000,safflower,0,No specified use
iti1,541,MIZUNA O BRASSICA RAPA,MIZUNA OR BRASSICA RAPA,3310707000,brassicaceae_cruciferae,0,No specified use
iti1,543,CARDIACA,Motherwort,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,545,CHENOPODIUM QUINOA,QUINOA,3310703030,quinoa,0,No specified use
iti1,546,ERISMO,hedge mustard,3310612000,aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,55,LINO,LINEN,3310607000,flax_linseed,7,Fiber
iti1,552,VIVAI FRUTTICOLI,FRUIT NURSERY,3330700000,nurseries_nursery,0,No specified use
iti1,553,VIVAI VITICOLI,VINEYARD NURSERY,3330600000,vineyards_wine_vine_rebland_grapes,0,No specified use
iti1,554,VIVAI OLIVICOLI,OLIVE NURSERY,3330500000,olive,0,No specified use
iti1,555,VIVAI FORESTALI,FORESTRY NURSERY,3330700000,nurseries_nursery,0,No specified use
iti1,556,VIVAI - ALTRI,NURSERY - OTHERS,3330700000,nurseries_nursery,0,No specified use
iti1,557,SERRE,GREENHOUSES,3350000000,greenhouse_foil_film,0,No specified use
iti1,56,CANAPA,HEMP,3310610000,hemp_cannabis,0,No specified use
iti1,562,ERBA MEDICA,ALFAFA,3310202010,alfalfa_lucerne,0,No specified use
iti1,58,RAVIZZONE,RAPESEED,3310604010,rapeseed_rape,0,No specified use
iti1,581,GINESTRINO,bird's-foot trefoil,3310202080,birdsfoot_treifoil,0,No specified use
iti1,597,GRANO SARACENO,BUCKWHEAT,3310703020,buckwheat,0,No specified use
iti1,60,CEDRO,CEDAR,3360900000,conifers,0,No specified use
iti1,607,LEGUMINOSE DA GRANELLA,GRAIN LEGUMES,3310201010,beans,6,Harvested as Grains
iti1,615,LUPINO,LUPIN,3310201090,lupins,0,No specified use
iti1,619,COLTIVAZIONI ARBOREE PERMANENTI SOGGETTE A DIVIETO DI FERTILIZZAZIONE E DI TRATTAMENTO FITOSANITARIO  LUNGO I CORSI D?ACQUA,PERMANENT TREE CROPS SUBJECT TO A BAN ON FERTILIZATION AND PHYTOSANITARY TREATMENT ALONG WATER COURSES,3360000000,tree_wood_forest,0,No specified use
iti1,62,PEPERONCINO PEPERETTA,CHILI PEPPER,3310716020,chili_pepper,0,No specified use
iti1,622,MELILOTO,sweet yellow clover,3310202030,clover,0,No specified use
iti1,624,MIGLIO,Proso MILLET,3310109000,millet,0,No specified use
iti1,629,ORTI FAMILIARI,Family Gardens,3311200000,kitchen_gardens,0,No specified use
iti1,630,ARACHIDE,PEANUT,3310201020,peanuts,0,No specified use
iti1,646,PIANTE ORNAMENTALI,ORNAMENTAL PLANTS,3310800000,flowers_ornamental_plants,0,No specified use
iti1,65,PASCOLO POLIFITA,Multifloral Pasture,3320100000,permanent_grassland,3,Fodder/Forage
iti1,651,COLTIVAZIONI ARBOREE SPECIALIZZATE,SPECIALIZED TREE CROPS,3369900000,other_tree_wood_forest,0,No specified use
iti1,653,ARUNDO DONAX,Giant Reed,3320209900,other_poaceae_grasses,0,No specified use
iti1,655,ARBORETO CONSOCIABILE (CON COLTIVAZIONI ERBACEE),COMBINABLE ARBORETUM (WITH HERBACEOUS CROPS),3360000000,tree_wood_forest,0,No specified use
iti1,656,POMODORINO,CHERRY TOMATO,3310714000,tomato,0,No specified use
iti1,66,CALENDULA,CALENDULA,3310612100,calendula_marigold,0,No specified use
iti1,660,MANUFATTI,non agricultural area,3390000000,not_known_and_other,0,No specified use
